PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter
186,07/13/2025,9:25:29 PM,3,2,Owen Laroe,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,6,Bottom,0,0,1,Sinker,,Foul,,,,,,,79.00048188512784,1.9687002018821005,-0.396134255102378,,,,4.176589050156554,-0.0068755915426073,6.000000192000004,,,,2.411522327218308,0.3750461285410486,70.71964403805471,-6.219169131787353,-0.3961342551023861,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9663bf11-eb65-4ee7-b6d9-7e553b5f1aca,79.22082292858627,4.169322215419012,-0.0068755915426069,2.0545271125855384,-0.3961342551023818,70.88343191714662,2.418279598830145,-0.3750461285410476,-6.117393376738801,-0.3961342551023812,0.4863096389674561,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,155.69714,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
187,07/13/2025,9:25:53 PM,3,3,Owen Laroe,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,6,Bottom,0,0,2,Sinker,,BallCalled,,,,,,,79.4060664826524,0.9684107878198208,-1.6455920604763388,2058.075584399183,151.9772462950292,11:00,5.291439178964476,-0.5797095538251744,6.000000192000004,-25.44912844808485,19.77242148608752,-9.174498746797022,4.07117032344262,2.874074676915343,70.95246709902729,-3.862956549006887,-3.3885470366682924,0.4839987545798357,,,,,,,,,,,,4.391464345054613,10.366629200186292,0.7190824176299396,50.0,5.355672799245847,3.5764050916602,-115.33636120341984,1.2210913687547509,5.770516208211926,26.34698533117768,-18.551987074764,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,b34b99d5-303d-4f31-b7bb-37cb285772e4,79.65325500932371,5.29279946499414,-0.5853289036835331,0.9504219146708736,-1.578504768904296,71.15507094211897,4.071178231705098,-2.86963004558654,-3.86156012044727,-3.3218081662145043,0.483762143070703,-9.802529678489943,18.185303221465503,24.47917889367104,68.8194557933641,1873.07909574518,852.7894301540424,91.01119074263694,-0.8034113733907672,0.4143625416959594,0.4275907496024972,,,,,,,,,,,,,,,,,0.533599733685488,0.0,,,medium,high,28.062489785972268,-60.46019858779575,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,96.437355,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
188,07/13/2025,9:26:14 PM,3,4,Owen Laroe,,Left,Kcl bluecaps 2025,Brady Hart,,Right,Kcl merchants 2025,Windup,6,Bottom,0,1,2,Curveball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,68.79123795200105,2.3125253890584783,-0.7670424278995672,1847.4041359533248,233.7439563624136,1:45,4.891848093620094,-0.6971744474380628,6.000000192000004,-55.64626753478471,4.637329483923303,3.0763655377816823,2.4052658996042893,1.1537376110258284,61.84882818076,-8.220680440731652,-0.1815389091052134,0.558818919735533,,,,,,,,,,,,-1.933505393335185,1.702531838073991,0.7578814141644564,49.999999999999964,5.048210738824768,1.2609194181201515,-99.88514916645848,2.6527295596788383,-1.905994345435197,19.72650091372912,-30.49574236871577,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,544bd061-8a03-4cef-afd2-7dcd08016009,68.98883220609939,4.882305872450057,-0.702547284220383,2.42321928806439,-0.70295357758268,61.9832701762608,2.4139432830141,-1.1499749227777056,-8.09024986508353,-0.1249964654706138,0.5585794122279475,2.471108894400031,1.3084805750783186,83.64618155526028,84.3009286384252,204.4483104633774,1836.0563525900072,11.066788608106853,-0.0654484023907264,0.9938574439980552,-0.0892406165047839,,,,,,,,,,,,,,,,,0.7273068548597627,0.0,,,medium,high,14.12916422541727,-10.309808912618411,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,86.76941,0.0,0.0,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
189,07/13/2025,9:26:43 PM,4,1,Owen Laroe,,Left,Kcl bluecaps 2025,Braden Mehn,,Left,Kcl merchants 2025,Windup,6,Bottom,1,0,0,Sinker,,InPlay,,LineDrive,Out,1.0,0.0,,79.70340640084481,-0.2686914763179964,1.1755951109812424,2008.7057149823747,149.76455198558455,11:00,5.16954266971333,-0.1590915848753886,6.000000192000004,-25.552911217845896,19.189569033619463,-9.257837100375674,2.7903587302188577,-0.1621659584521356,71.4326483703949,-5.112293275401975,-0.5840661715363665,0.4814282268057785,75.27746385868763,25.180222741788224,-20.390047308795115,2966.911629323145,-44.08911397996295,100.77772582528972,39.28959607124526,253.8670410806073,,-28.310871638302487,3.569786255178085,5.41096657886219,10.474859273583704,0.0686761250447139,50.000000000000064,5.132869708619166,-2.109875867308597,-115.82875667845984,-1.2803505074267092,7.191208031204456,26.019970109339056,-18.252896861051685,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,2e651cc0-df94-4bd1-99a5-930ebd40db40,79.94412033950489,5.170567248167648,-0.164641073511161,-0.2826729551985709,1.2424509685870226,71.6306287153863,2.790562641389496,0.1665826915690844,-5.107826087098559,-0.5172958209208598,0.4812056263440186,-9.884199528940291,17.705481931432526,27.43036303154069,73.34879082335036,1782.8697086755935,925.3508800935234,88.75713825960997,-0.7668292124272418,0.4606702082796846,0.4469406204092084,-23.735080930619898,63.85565825769225,32.02807216630071,-0.0163235151387747,0.9039894675291288,2.5975802771106355,-120.39778146823362,223.50133951399528,-47.00768686991154,24.741882019482805,0.8475149876853205,0.7557480177894322,0.2388749324039927,0.6097406828122361,,,0.6541673525443369,0.0,0.925408073665852,40.30753585074035,medium,high,23.9860882589847,-63.634456499818896,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,,,,108.41745,0.3333333333333333,0.5448500000000001,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
190,07/13/2025,9:27:21 PM,5,1,Owen Laroe,,Left,Kcl bluecaps 2025,Owen Shissler,,Left,Kcl merchants 2025,Windup,6,Bottom,2,0,0,Sinker,,InPlay,,Popup,Out,1.0,0.0,,78.55290589220529,-0.0119503713089056,0.8485125724945282,1919.08732675036,145.87034900931928,10:45,5.223146979373788,-0.2612435294401403,6.000000192000004,-27.13716747823377,18.932089329234287,-10.758410242115046,2.950608423611156,0.3691178886565319,70.39865852299418,-5.156489911854663,-1.1967652028450375,0.4885141250420034,67.09262570205125,57.99691223964152,-36.35976214618066,,-64.26314317686636,89.2762478434091,83.93770418665625,180.2127113965373,,-35.98588167545705,4.598523263830532,6.112688760673391,10.24882773180443,0.1983447721897921,50.00000000000002,5.206480252917896,-1.3850902605402493,-114.16640976128213,-0.7950739117700693,7.889052728468616,25.356943629733387,-18.946884659597057,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,94bce23c-2d32-4049-9e24-edb68ad3f673,78.79077229887692,5.223785272786359,-0.2673562450835355,-0.0213170914739343,0.9217988811206838,70.59174089345346,2.951154905080577,-0.3642701212830354,-5.146950446718997,-1.1238338463788848,0.4882867953787021,-11.444421606277198,17.3385798589541,22.38364721020597,83.12807547777265,1774.4932237200107,730.8009076797903,92.46547559275514,-0.7654015495309551,0.3808064893624588,0.5187936831102056,-21.07993759807492,28.63421151377433,56.89585736625514,0.5604987808279309,0.6838490277606124,2.451550270911946,-105.89044525511378,145.82124314572755,,,,,,,,,0.995629686616376,0.0,,30.23603809283658,medium,high,15.184732070004609,28.96574225485761,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,,,,126.805466,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,07/13/2025,9:30:10 PM,1,1,Teagan Disharoom,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,7,Top,0,0,0,Sinker,,StrikeSwinging,,,,,,,72.16263199000022,1.9215974628690813,-4.317864301006723,,,,4.638156960314835,3.6706418231668296,6.000000192000004,,,,2.0963676976374632,0.3499682056771147,64.81032635649323,-7.900237200524242,-4.3178643010066216,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,55373e87-db6f-40ac-9b6a-b31dc9fda355,72.36479830766457,4.629251354703307,3.670641823166823,2.0257356501235626,-4.317864301006674,64.95088292391682,2.1043822564825603,-0.3499682056771199,-7.779225398226376,-4.317864301006674,0.5339781827830281,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,,,,164.93384,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,07/13/2025,9:30:24 PM,1,2,Teagan Disharoom,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,7,Top,0,0,1,Slider,,StrikeSwinging,,,,,,,65.93809181043444,2.927383882072021,-7.301617420223008,,,,4.384500570702719,5.9000899235646775,6.000000192000004,,,,1.8739793004626688,0.9229632109648912,59.29033267905,-8.912950999491573,-7.30161742022302,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,3234d25f-d35a-49fa-84ba-633a39bb296f,66.12692808777548,4.373819414948113,5.900089923564676,3.0526415590996128,-7.301617420223008,59.41314545834072,1.8838927386079545,-0.9229632109648888,-8.76575699079322,-7.301617420223002,0.588116181144213,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,,175.26955,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,07/13/2025,9:30:41 PM,1,3,Teagan Disharoom,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,7,Top,0,0,2,Slider,,BallCalled,,,,,,,68.9252867814011,2.572811486504158,-7.0801967865246285,1994.640123680363,102.42471294726931,9:30,4.447298122291727,4.254298834702545,6.000000192000004,-52.717066798326535,8.594997707116086,-10.603238802417614,2.4653581470902712,3.243294570357497,61.78790611517624,-7.33603558291726,-9.06429216946607,0.5635656213839935,,,,,,,,,,,,3.1393136888473263,3.708787268978478,-3.66854014733028,50.00000000000001,4.62833497525451,12.589860367212824,-99.26695119846784,3.200360998609709,3.0383588648529067,20.335513125772074,-28.584530412880376,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9c9cdd41-20c6-48fd-89ee-e59959605230,69.13459395349854,4.438603850244981,4.255220542576133,2.6727506333086968,-7.091261360506546,61.935352218749294,2.473374130092846,-3.2436483475259688,-7.21471312786813,-9.069321027398557,0.5633137883302053,-10.493237782651516,5.028822470894317,-64.85209250183597,7.40847632841607,847.6351874475145,-1805.5757563714767,42.49564507323358,-0.0914321713660687,-0.9052137951782308,0.4150037867999641,,,,,,,,,,,,,,,,,0.7282046229331809,0.0,,,medium,high,83.33237130442556,37.22680204670365,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,97.65892,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,07/13/2025,9:30:57 PM,1,4,Teagan Disharoom,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,7,Top,0,1,2,Sinker,,BallCalled,,,,,,,75.92948380705424,0.7222328973687104,-8.094172682898376,1824.238486397753,226.93000724597,1:30,5.283322653622598,4.197884706115116,6.000000192000004,-37.44922832151538,12.784956923822987,7.452901511770473,2.8405822425266023,2.754159604889381,68.05561329680808,-6.316031763173914,-6.7017571714527575,0.5101186525166758,,,,,,,,,,,,-6.789675926007244,6.668850202199756,-3.538471596653169,50.00000000000006,5.321063297880605,15.336924638758374,-109.26867721004857,0.3714072924445182,-8.03919940526525,22.96314224464248,-24.277911808058263,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9917b4cd-42d5-4f78-b712-aeb3fbd06c15,76.16437014957619,5.280553576576131,4.204885898772727,0.7529189523351975,-8.176447838266228,68.23801531830921,2.8438757851247165,-2.759438051183606,-6.264305270481107,-6.780639775533516,0.5098938680520223,8.241888775831601,10.776107127752068,-58.75327390197359,61.49410197831804,946.2770133710104,-1559.617218813772,51.87243994833065,-0.3542323668358538,-0.8549415169359148,-0.3789385608580711,,,,,,,,,,,,,,,,,0.9182672326767508,0.0,,,medium,high,34.65530821951379,-58.99889191797466,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,129.56697,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,07/13/2025,9:31:13 PM,1,5,Teagan Disharoom,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,7,Top,0,2,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,68.38337207532557,1.831393137149005,-7.799934524348107,,,,4.339630675066182,4.880785624535563,6.000000192000004,,,,1.1680362591422735,2.413540925734676,61.56965520134405,-9.163768991069842,-7.79993452434807,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,a46157b0-0197-43ca-bb7f-77af1c37ef9c,68.57547712757146,4.329564055903536,4.8807856245355685,1.948733931491538,-7.7999345243481,61.69781078810261,1.1772802625466938,-2.413540925734681,-9.027326543982705,-7.799934524348102,0.567337170419643,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,171.72086,0.0,0.0,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,07/13/2025,9:31:49 PM,2,1,Teagan Disharoom,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,7,Top,1,0,0,Slider,,StrikeCalled,,,,,,,68.82040591822597,2.256221790811963,-7.646686528222776,,,,4.453817474890033,5.587842296137632,6.000000192000004,,,,1.7434439337890033,1.5614368175256568,61.85968311131159,-8.6126965343627,-7.646686528222748,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,52639a57-b1fb-45a0-ae28-b55d307670e7,69.01565720771731,4.443895970058284,5.587842296137636,2.371771661468032,-7.646686528222775,61.991192163361866,1.7525555865977296,-1.5614368175256574,-8.477537768794305,-7.64668652822277,0.5636518397974708,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,159.30981,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,07/13/2025,9:32:06 PM,2,2,Teagan Disharoom,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,7,Top,1,0,1,Sinker,,BallCalled,,,,,,,75.95218686982406,0.2327945621867791,-4.089782523779156,,,,4.690544798137458,2.718928824815312,6.000000192000004,,,,1.0013758856500392,1.0885579223891708,68.36379365972196,-8.604482993721597,-4.0897825237792285,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,a2fac92c-19f1-46d6-a61e-6ee42c852d0e,76.15687404819431,4.682652729774076,2.7189288248153174,0.3263152765971159,-4.089782523779192,68.51259486068105,1.0087277902027456,-1.088557922389166,-8.494885449830232,-4.089782523779194,0.5069422831255513,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,158.93877,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
198,07/13/2025,9:32:21 PM,2,3,Teagan Disharoom,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,7,Top,1,1,1,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,68.62172119961194,2.885548126527724,-4.846526687606354,2012.6985704728163,106.14678084581732,9:30,4.7671751921640775,4.627008003939465,6.000000192000004,-52.50262257782616,8.806809887976108,-11.895663231450555,3.085667392746059,0.8794023811000331,61.48945332760848,-7.027761121024933,-7.091046622326522,0.5635535247192749,84.74455328682103,2.573094312365157,-24.24250010354952,,,,,77.10973870963471,,-22.980998316583584,0.6581369367390631,4.686038888857393,3.7224530093825967,-4.224450913045194,49.99999999999997,4.973064905149302,8.704840944563044,-99.21649754807052,3.729042390379647,4.53707518464969,20.11492060138349,-28.569929010933144,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,605cd3fd-2731-43c7-b134-d7a084a417af,68.82965029225015,4.75845974722395,4.627029383987028,2.9857650844529835,-4.847033689250087,61.634438016523184,3.093647052849814,-0.8790757672931616,-6.907214077290328,-7.085913003258596,0.5633007145840292,-11.88630532115035,5.295132923591683,-60.0382486957969,1.642757545664841,1005.1854456453384,-1743.7195174242045,49.9421751668062,-0.1388886984766714,-0.8663589983146736,0.479720768233617,-34.76098859438833,77.19351447946313,3.804511273813068,0.7616768107956355,2.4247100228989016,3.2186895390519026,-30.1056336591294,70.98987692516754,,,,,,,,,0.8661380622040149,0.0,,50.61941178113074,medium,high,91.4784817910984,26.82524291193056,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,,,,106.235664,0.5,0.2673,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
199,07/13/2025,9:33:03 PM,3,1,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,7,Top,2,0,0,Slider,,BallCalled,,,,,,,68.89956720984974,3.1970459053813327,-5.407533584848726,,,,4.277049494597701,5.857888792079684,6.000000192000004,,,,2.485816142958816,-0.8171857965410467,61.76943995888268,-7.625382365868468,-5.407533584848568,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,0a0756ba-8d1f-4887-b92a-73cd53145435,69.09881633989023,4.2671551734613145,5.857888792079664,3.311562695517059,-5.4075335848486485,61.903480239214375,2.4947155325111323,0.8171857965410347,-7.491509207051761,-5.407533584848647,0.560762205754969,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,156.07416,0.0,,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,07/13/2025,9:33:18 PM,3,2,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,7,Top,2,1,0,Sinker,,Foul,,,,,,,75.26700012157458,0.5040202955124836,-7.1311040633596905,1805.864059584302,231.84982507423044,1:45,5.077603175468311,4.836230360516361,6.000000192000004,-39.72178910107991,11.187560226599269,6.995166948620397,2.239551089968112,1.24287727123015,67.56325726067351,-6.969537090796804,-5.818772320118177,0.5135352924366468,,,,,,,,,,,,-6.2200395739063294,5.879761277419743,-4.256400317354398,50.00000000000004,5.095988065002676,13.392520309440352,-108.56007859200784,-0.1119381428277156,-7.266270531379195,22.743690178172105,-25.3052932711864,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9e5a5db9-9087-4391-a0ae-d94370bd1a8a,75.49500062880065,5.073942451869804,4.843409602955623,0.545339950735113,-7.215788640508426,67.7382836630438,2.243534619237606,-1.2482577969042248,-6.907429977867084,-5.899635514269252,0.5133125777157572,7.803874258141587,9.032504492683689,-62.0602114022912,81.2064905234875,846.1257167812341,-1595.3733961363837,46.85434168151099,-0.2894308750193604,-0.883440471429299,-0.3684599055885256,,,,,,,,,,,,,,,,,0.9906872191564844,0.0,,,medium,high,16.91415852886126,-85.56946919604546,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,89.46754,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,07/13/2025,9:33:45 PM,3,3,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,7,Top,2,1,1,Slider,,StrikeCalled,,,,,,,67.63377356196847,2.835321230264294,-3.958021182877273,1793.2036705991386,101.23889074020568,9:15,4.698045794330454,5.019335819543642,6.000000192000004,-55.43711159879704,7.484602582504706,-11.997943859869288,2.721874226939927,-0.3350845702943399,60.6923201370508,-7.636852609720739,-6.227818024769487,0.5709154490735574,,,,,,,,,,,,5.072018828871495,3.030083734672486,-4.689519500774944,49.99999999999999,4.897838129765656,7.065729337461471,-97.91335536282708,3.5160712583910523,4.785695344770266,19.500748911276403,-29.315018870115875,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,02dad70e-ca10-4936-953b-8550522918c7,67.83242250249843,4.688503052723565,5.019432260160471,2.946184535504861,-3.9594312491231234,60.82755153358976,2.730452982362624,0.335343747732169,-7.505900696687051,-6.223644887592232,0.5706703715634673,-11.98018962615468,3.8450294021732674,-59.18301603838391,24.917220982198643,918.653672290784,-1540.017803350624,51.22974525162816,-0.0998468507457807,-0.858808081089907,0.502473169682543,,,,,,,,,,,,,,,,,0.9906806451277156,0.0,,,medium,high,67.57450111602121,53.91073769136535,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,104.00374,0.0,,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,07/13/2025,9:34:02 PM,3,4,Teagan Disharoom,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,7,Top,2,1,2,Slider,,Foul,,,,,,,68.3624261769928,2.6757495247101493,-3.748634571096864,1794.7738732863922,83.31089411763192,8:45,4.297916152601361,4.370710060364254,6.000000192000004,-58.22421897100237,3.402894451981382,-14.88479141327089,1.939867692471955,0.3586261691217139,61.42036208552421,-8.31514676851736,-6.566027107394597,0.5650116927296508,,,,,,,,,,,,6.698036842973392,0.8644355626262906,-4.056376635328502,50.0,4.4830353302976285,6.850748295634369,-98.99548409534422,3.210203198751252,6.450224041696139,20.158438366676844,-31.34159625985884,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,b57f7486-5408-476b-b4d6-26cd4757abfd,68.5412512868508,4.286582893841572,4.369205698954069,2.8095002573584247,-3.730882560000021,61.53384913905019,1.949763272726383,-0.3571633313372248,-8.16606334224794,-6.543649541957894,0.5647961821152596,-15.048014170845285,-0.4480187502911922,-50.5362945491909,11.712000163471847,1140.7390585802536,-1385.6145410830802,63.55892937595854,0.074034645563324,-0.7720273632833174,0.631262719949564,,,,,,,,,,,,,,,,,0.7036149594494492,0.0,,,medium,high,79.45919985287533,40.23754196852562,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,83.25876,0.0,,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
