PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter
77,07/13/2025,8:20:56 PM,1,6,Thomas Mickels,,Right,Kcl merchants 2025,Grayson Schnierle,,Right,Kcl bluecaps 2025,Windup,3,Top,1,0,1,Sinker,,InPlay,,LineDrive,Out,1.0,0.0,,81.3118990515001,-0.0373058438203256,-4.89811767555221,1759.63206876787,221.25955797972853,1:30,5.268097326854008,2.4496696700775504,6.000000192000004,-27.66181403235466,15.568736097011,10.379645037312706,2.9281471382031024,1.2487616883214947,72.83355874284895,-5.270094634812218,-2.935843302804749,0.4732241540258362,75.19886983865065,29.04635236172938,6.646988216757674,3441.881898140483,21.62055929317063,107.85430643097456,46.66085188504104,258.5998682370866,,16.904099120028,3.824260712047471,-7.271256691117964,8.433555247786805,-2.055732602077854,50.00000000000007,5.249026322651436,9.78798684385606,-117.7722883326752,-0.8891571620069726,-10.005027770097112,26.605855685876342,-20.56973439825189,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,5a584f7e-ba13-47a9-8316-5a7e5600afa2,81.55365985978091,5.26780178184313,2.4560794217821447,-0.0353516609278341,-4.974121779121334,73.02778947895555,2.929301699676708,-1.2536338429474654,-5.25073448856303,-3.010881101443339,0.473017356331458,11.098237664444088,14.065343527659875,-36.24845678734857,4.554538667748012,1419.073805580314,-1040.4492067141473,80.64605270430076,-0.6062404156419892,-0.591287931824686,-0.5318375128934716,7.609625704152484,65.29899909571468,36.51033194522997,1.2435329999463924,1.1421215117129144,2.860912137800496,75.19325082124776,247.42648783663296,47.973069235947534,23.143954584006075,0.7499420528916976,0.6668105436895104,-0.1515360336915232,-0.7296578165945603,,,0.9969733307381208,0.0,0.9956808202409853,40.04980529109473,medium,high,85.90091519902678,-1.979295464381558,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,111.02742,0.3333333333333333,0.24165,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,07/13/2025,8:21:25 PM,2,1,Thomas Mickels,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,3,Top,2,0,0,Sinker,,BallCalled,,,,,,,80.40773246411537,-1.995218291777135,-5.47833892080532,1808.3270016564768,215.52238526325056,1:15,5.640902891851243,2.4588547051506104,6.000000192000004,-27.036295987184616,17.24175549747558,9.020165658411097,1.524272659005676,1.89657127578492,72.33584279006648,-7.084808829882018,-3.777593361333957,0.4789230866853687,,,,,,,,,,,,-6.704885005293974,9.989121244371375,-2.016485649699741,50.00000000000001,5.461891321895291,10.891986590277552,-116.29809371922131,-4.85500778642807,-9.011076034675334,25.61524581402199,-18.74910180814104,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,e42093c4-6927-40f4-a481-12d18f7159b7,80.64472977372928,5.640936912571871,2.4645273563848806,-1.9969889758875727,-5.545785655385769,72.52674262506183,1.5251849733244052,-1.9009547938985747,-7.069314032100667,-3.843807587613684,0.4787149515014161,9.658711539857531,15.814036488022428,-35.61929165342532,5.533654099398895,1469.9975354984654,-1053.1637054837868,81.29047092433547,-0.6616138575200481,-0.5823967150405099,-0.472314693660344,,,,,,,,,,,,,,,,,0.993490899888826,0.0,,,medium,high,94.98028868945904,-1.5755024724630309,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,76.645615,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,07/13/2025,8:21:36 PM,2,2,Thomas Mickels,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,3,Top,2,1,0,Slider,,StrikeCalled,,,,,,,67.6037790324278,1.3670630196862872,-4.7003638999838735,,,,6.404914009388653,4.833005847003955,6.000000192000004,,,,2.7398368718442927,-0.4546908849558511,61.031730482850776,-9.78693696777258,-4.700363899983873,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,8435c85e-d6bf-407d-ac47-6eafceaeb90c,67.79020038445657,6.394603027035884,4.833005847003953,1.486632879203775,-4.700363899983873,61.15309941860565,2.748968038188444,0.4546908849558503,-9.650605909001818,-4.700363899983873,0.5701893669091858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,166.75296,0.0,,-2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,07/13/2025,8:21:50 PM,2,3,Thomas Mickels,,Right,Kcl merchants 2025,Jackson Natanek,,Right,Kcl bluecaps 2025,Windup,3,Top,2,1,1,Changeup,,InPlay,,LineDrive,Single,0.0,0.0,,74.55627467879252,0.4434755163692511,-5.673210632205581,1259.2028390584096,252.11429617480664,2:30,5.121313036134743,3.588459154684536,6.000000192000004,-43.08707023726173,8.428736744840037,17.26611478920607,1.9449240327179147,0.2626431639688352,67.03731961059607,-7.682534452446675,-2.4118858858322247,0.5165849817084947,100.36083563211317,15.376453940168092,-30.166998362785765,1939.855113474792,-60.27688400781554,92.01465778586616,21.312248216848445,246.23873176920824,,-38.74695257654449,2.3004747112968067,-11.245094915501166,4.408739712304856,-3.134840825164916,50.000000000000064,5.132643442306172,10.249858839910017,-107.8548417165094,-0.320353076690602,-12.986875348304324,22.17987821615092,-27.08242932693965,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,1ef77fb4-62d7-4a83-9338-870efc71f4ba,74.75524044612818,5.115434319172674,3.596187174532345,0.5117629903505458,-5.764641118077821,67.18011815317325,1.95035416359114,-0.2686044109106551,-7.5993742938856705,-2.5027328854844453,0.5163882867517202,18.131769719326115,6.087708303755998,-1.068491529748914,6.750902579084284,1258.983886500818,-23.481129105187108,99.98261181194958,-0.307065768392645,-0.0186476144881832,-0.9515055860872992,-48.62823724555323,83.6624824438734,26.61166854022493,0.2440049780909311,2.56999836591832,2.099842995373556,-154.11638773448064,192.0459633915364,-33.38008578409994,-18.71999814446612,0.0420794127813524,0.2176952218891458,-0.2060542417098849,0.9540180500598506,,,0.9542700235244812,0.0,0.995277487281784,60.85414571148616,medium,high,96.0758123211758,-18.719627233474377,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.891,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,91.47037,0.8333333333333334,0.68875,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,07/13/2025,8:22:25 PM,3,1,Thomas Mickels,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,3,Top,2,0,0,Changeup,,BallCalled,,,,,,,77.44309654732821,-1.430187309167727,-4.482356874159407,1632.3406100918842,220.0059460055852,1:15,5.231691748975598,3.2802709441484605,6.000000192000004,-32.27032402421312,15.334302592604097,9.044520806517092,1.2089360014482082,0.1404126295771767,69.7229390210081,-7.510751739357356,-2.771829527654994,0.4965878666174101,,,,,,,,,,,,-6.399068032843409,8.774547149563512,-2.919656966711412,49.99999999999999,5.09611506459047,8.5428459358219,-112.20520789093072,-3.7131402508091584,-7.997087613343712,24.036423240222646,-21.20826176153542,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,040398bb-1692-4810-8510-df6f41822495,77.67103487923788,5.230307213799772,3.286374994887679,-1.4151310183250077,-4.55554317876432,69.90570344252022,1.2110982063983895,-0.1452228009240303,-7.476767849875133,-2.844197431648644,0.4963699021866826,9.734875403613552,13.588118303046295,-39.87915945454198,4.46630775354465,1252.655597699761,-1046.6087238823295,76.73984154748496,-0.5878100979665273,-0.6411705482371209,-0.4933351972056032,,,,,,,,,,,,,,,,,0.9693237400878634,0.0,,,medium,high,85.98032302180982,-13.215778861943743,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,124.12176,0.0,,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,07/13/2025,8:22:43 PM,3,2,Thomas Mickels,,Right,Kcl merchants 2025,Chase Peterson,,Right,Kcl bluecaps 2025,Windup,3,Top,2,1,0,Changeup,,InPlay,,LineDrive,Double,0.0,0.0,,78.59670341463321,-1.1505130140203843,-3.8821587796713017,1665.356011410233,221.8691243808936,1:30,5.584166443348057,2.868824434200977,6.000000192000004,-30.69015336309321,15.456018988269731,10.269004919963685,1.954770744386156,-0.11098946999524,70.67675929200803,-6.943783532942033,-1.9370888866570044,0.4889217576166088,94.56785904407204,16.46754867018753,-7.773275396774068,1931.626235095774,-19.254146301909984,108.30179058947787,27.826108320549626,304.72922017718884,,-14.674238790732074,3.317112936306789,-6.861691957330596,8.74711980082615,-2.558069598635689,49.99999999999994,5.472443115403117,7.442477712492296,-113.9746356511916,-3.1665251375769192,-8.845760133892414,24.845164577531555,-20.897687414441645,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,ca2596ce-f1c1-4a73-b63a-9fb3cb2e58fe,78.82848292563246,5.583133860256424,2.8753400014369994,-1.139848575570017,-3.959254651936425,70.85965061015784,1.9565441443188585,0.1060851139232516,-6.915241896197883,-2.0122718972750104,0.4887078295311081,10.99583373076799,13.785057804029902,-35.13854552088108,7.539770714135205,1361.8660225621966,-958.5048676615172,81.77626965233462,-0.608964427124114,-0.5755555335281431,-0.5458004711637159,-12.26596241651276,89.85539174649905,26.807362874019628,-0.1916707486977716,2.7452078778751265,2.22852286566111,-77.19492573843438,294.7894860235609,-45.65635885532871,62.70874483049259,1.049024575199388,0.824288022160418,-0.0532990352224987,0.5636563397738173,,,0.964123657272911,0.0,0.9803393164049508,56.19796363758624,medium,high,83.21420635727831,-7.0342709134974495,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,1.269,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,122.93021,0.6666666666666666,0.7541,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,07/13/2025,8:23:40 PM,4,1,Thomas Mickels,,Right,Kcl merchants 2025,Jake Morrill,,Left,Kcl bluecaps 2025,Windup,3,Top,2,0,0,Sinker,,InPlay,,LineDrive,Out,1.0,0.0,,81.7807777189889,-1.2304000361292982,-4.636036860779364,1674.6451833722167,214.78344541567884,1:15,5.671467183637896,2.985832420403227,6.000000192000004,-25.917553177626207,16.782934698070516,8.911750480410449,2.3642149509113515,0.5896528490149783,73.41634561370284,-6.124733295702734,-2.9512396261522933,0.470314037092411,95.36625412967052,3.390615979625836,-1.3837104157728886,1044.2631753825383,1.8760176224906944,109.98400135552198,0.5363788556111072,114.52306833860364,,1.0618471388405584,0.8942517092421686,-6.3793822596556105,9.490836129735872,-2.6125439092247045,49.99999999999999,5.555882741395858,9.343854740901191,-118.47410046462548,-3.318796896959849,-8.88809403821773,26.800091038090088,-18.9509128324798,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,262f3dbf-c049-485a-9356-157ae37136dc,82.02354006209421,5.671543617133663,2.991257958736085,-1.2327328514567897,-4.700383005304555,73.61166917104335,2.365061743111026,-0.5938344214272938,-6.110413861645024,-3.0144603872025995,0.4701060634699371,9.518885015904612,15.361227879675749,-33.02637379096951,60.41534053564451,1404.0556357954374,-912.7235407191135,83.84197737744687,-0.6886059586704211,-0.5450250296490693,-0.4782985999766479,-2.298868866053275,95.17155761951544,5.6402348299380565,0.432483774722361,4.1383686420745445,2.607550170996792,2.122303465035877,114.5034017385107,3.926553660570324,18.43047459846349,0.1692477693591445,0.5162593650676023,0.28472143591407,-0.807718993159766,,,0.9948313791918458,0.0,0.7460600048309407,56.27138003333899,medium,high,35.62619351791988,-4.03039438364826,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,,,,81.00623,0.6666666666666666,0.40095000000000003,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,07/13/2025,8:26:12 PM,1,1,Cayden Rose,,Left,Kcl bluecaps 2025,Blake Willan,,Right,Kcl merchants 2025,Windup,3,Bottom,0,0,0,Sinker,,BallCalled,,,,,,,73.389524459462,0.9214751818031036,0.4335588468366687,1624.925533529902,146.022047981089,10:45,5.695747324288625,-1.504962440537584,6.000000192000004,-35.53766155145819,17.273252526013117,-9.269882480304188,3.590786950489789,1.874498145954329,65.80971376716836,-5.815495503902573,-1.3291792470459702,0.5230381470816091,,,,,,,,,,,,5.166265594844484,9.030824110954404,1.4750046813580926,49.99999999999999,5.750272515372404,-0.5610506088420162,-106.65299607906064,0.7723479212018964,5.815653801263502,22.22142660678483,-22.00807077495611,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,59b40371-d1bc-4721-a6fb-5a7faf082ada,73.62255820544087,5.694409833681817,-1.5113755883333584,0.9352013807791532,0.5096037437975361,65.99231024094425,3.593081603057822,-1.869637790727756,-5.779296143200549,-1.255306488518012,0.5227843175381012,-9.982765742624768,15.176572113961043,31.974613812085224,88.3905839031493,1378.396386164122,860.4687049086245,84.82828029477552,-0.7034407997142954,0.5295434696255822,0.4740830676940621,,,,,,,,,,,,,,,,,0.8787476799524394,0.0,,,medium,high,10.448474487165551,76.21449693381243,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,112.20509,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,07/13/2025,8:26:24 PM,1,2,Cayden Rose,,Left,Kcl bluecaps 2025,Blake Willan,,Right,Kcl merchants 2025,Windup,3,Bottom,0,1,0,Sinker,,BallCalled,,,,,,,74.29585969611794,0.3559200900660385,0.6627800543625272,1679.985030315749,146.04055894169392,10:45,5.46333284135337,-1.7330589589402705,6.000000192000004,-33.1044628436137,18.392467657077624,-10.073459038431968,3.035443732553577,1.956502855147036,66.67280755539888,-5.915688743068047,-1.2522622141326605,0.5164903292046283,,,,,,,,,,,,5.678299893092316,9.83064808504563,1.684895561922359,50.00000000000004,5.473182222972311,-0.978368781117596,-107.98197267466948,-0.2190614860055148,6.556046978659016,22.68206390166022,-20.82378773128051,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,37a45d7a-013e-49db-8658-45be62f297d2,74.52976093083517,5.462650322809795,-1.739360751403454,0.3620125940666883,0.7370312282600912,66.85620216421266,3.037173172439003,-1.9517373881086155,-5.888212160775063,-1.180158464688042,0.5162411506499976,-10.768878444200867,16.444748329822726,24.90680234021259,64.04116744473598,1523.7363753903865,707.5147775115198,90.6994019526474,-0.7522909612779627,0.4211435011290214,0.5066522091496977,,,,,,,,,,,,,,,,,0.9582065323036324,0.0,,,medium,high,32.362949299737615,1.1976969086302938,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,88.28435,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,07/13/2025,8:26:37 PM,1,3,Cayden Rose,,Left,Kcl bluecaps 2025,Blake Willan,,Right,Kcl merchants 2025,Windup,3,Bottom,0,2,0,Sinker,,InPlay,,FlyBall,Out,1.0,0.0,,73.75472807958297,-0.0305741231161511,1.7889981417894385,1645.2545370280757,148.80966379619198,11:00,5.5151879841642,-1.5678357907502405,6.000000192000004,-34.550345742660724,17.70453142644812,-8.21006997404797,2.607563102868931,0.5887842225533224,66.284778161187,-6.567704138794665,0.2293040678751672,0.5202773721852776,85.60238762061465,32.0564676970944,-10.373202706149836,2201.096110130572,-16.015084437988484,108.8279241286364,60.88123020318716,321.8148483660762,,-5.835105153156519,4.854718464424711,5.050557443720225,9.58872133649643,1.426817817308632,49.99999999999992,5.492700960910701,-3.1278366232871955,-107.15902269923382,-0.9795600337049978,5.747957512563842,22.184245696232686,-21.261281350777647,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,d9dd4ddc-ad42-4e44-95d4-52780eeffdd0,73.98579666010168,5.514015200980434,-1.5736955214657868,-0.0186996970262367,1.8586993498067468,66.46793868982297,2.6097185096011755,-0.5842647420761921,-6.533858878758542,0.2973140691455225,0.5200288701235029,-8.863666063511085,15.722796796818605,34.04470380589223,64.72185605175386,1363.2595858671966,921.0786031347524,82.86010189825923,-0.7088280848931511,0.5598395764332936,0.4291181593986651,-13.063324282651632,71.3644243158131,45.43387796687434,0.5927843020346297,2.744124910585213,2.8092758076218094,-32.71757755657188,320.14739847093927,16.400847852225382,45.84672513633564,1.1966854411096923,0.9425324637875334,0.1883428599728222,-0.2759701465808571,,,0.9205294846244136,0.0,0.7119256909918665,49.585638703034974,medium,high,31.7503295534215,55.709357319778086,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,105.051674,0.08333333333333333,0.06344999999999999,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,07/13/2025,8:27:09 PM,2,1,Cayden Rose,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Windup,3,Bottom,1,0,0,Curveball,,StrikeSwinging,,,,,,,65.36015994048823,1.7238135796488114,0.2967781407526824,1405.952258871273,278.2870959652668,3:15,5.43455440103891,0.0882934939938369,6.000000192000004,-63.64157896654246,3.147907185645046,7.831549298712064,1.7336957244064193,-1.0167488286873505,59.098340853879606,-10.279302980826747,1.7877075645745717,0.5882007494763556,,,,,,,,,,,,-4.136647960580419,1.096678445498556,-0.1169841425464941,49.99999999999998,5.538308624263149,-0.6763601340715886,-94.9374322330816,1.3570681764917918,-3.679540069711837,17.973555198795705,-31.19855630683901,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,40d51ded-1600-4d61-806a-97ed816bcb0a,65.53332462543129,5.42259455802862,0.0851624933507918,1.863642706226628,0.3343323651354684,59.20421895466079,1.7440727486517642,1.0187845237674062,-10.123399971875672,1.8185963973466828,0.587972915080564,7.474705043365415,-0.7405731434001936,71.24146188563776,32.30832183064468,452.1269161766086,1331.2711992279656,32.15805610210302,0.0463504798336997,0.9468822222290372,-0.3182227054215119,,,,,,,,,,,,,,,,,0.9841365239071814,0.0,,,medium,high,60.92251035241977,27.050117360072715,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,86.141045,0.0,,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,07/13/2025,8:27:22 PM,2,2,Cayden Rose,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Windup,3,Bottom,1,0,1,Curveball,,StrikeCalled,,,,,,,65.99573654569501,2.704010432644089,-0.03436929280211,1234.1350322828243,295.919659920742,3:45,5.298656399478865,-0.4255856421251724,6.000000192000004,-64.58108952833487,1.0138378408937996,6.873183916198817,2.43185674213698,-0.115237106189169,59.47869738233844,-9.50294826583094,1.2744163308031993,0.5829169047984913,,,,,,,,,,,,-3.734426721963042,-0.4053610486616181,0.4244214094047984,50.00000000000001,5.481830107145144,-0.1060150573663223,-95.79843450399598,2.988382761173577,-3.382248224682793,18.30267844728806,-32.541182693506954,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,e949e4b9-e56e-42d6-91f5-b583a7895e0f,66.16752002847741,5.28615912276066,-0.4287593646267846,2.8510396089305,0.0039029748242863,59.58118967112684,2.4426828840562496,0.1173579926120966,-9.340901722871012,1.3064196740856313,0.5826993166975254,6.509879154772492,-2.8891277511466567,69.84645554653814,56.10803933785344,425.2053582055271,1158.572259835802,34.45371430863682,0.1506007781524778,0.9387726865614932,-0.3098794097483482,,,,,,,,,,,,,,,,,0.9723687701321656,0.0,,,medium,high,39.50276459593192,16.785268722901705,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,87.60225,0.0,,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,07/13/2025,8:27:36 PM,2,3,Cayden Rose,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Windup,3,Bottom,1,0,2,Sinker,,BallCalled,,,,,,,77.13192366432615,1.095399747504674,1.6806338684796922,1797.6491417696427,150.99424857599942,11:00,5.895393221657754,1.021263577261642,6.000000192000004,-29.51649005549917,18.329608714819607,-8.293401527986015,4.454305422099707,-1.892565361307539,68.98543828550515,-4.507710094442866,0.1039893180256767,0.497845732421481,,,,,,,,,,,,5.066488253019721,9.54258268993079,-1.1534035640747191,49.999999999999936,5.967603795968416,-3.0561743750061274,-112.04202707438994,1.320206647529011,6.295433850346664,24.489487967197267,-20.316783747059823,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,4ee884d4-4fee-4207-b3a9-1ab9c4801675,77.37371682104023,5.895514346857797,1.0157904737077308,1.092119441803004,1.7466982165324771,69.18250095714903,4.4553381497939295,1.8968524913585827,-4.490354724441191,0.1696260503623066,0.4976094696244463,-8.913735720022139,16.590393802251118,32.34055726033828,58.7096308852726,1518.8038709885263,961.653387856249,84.48833733446921,-0.7389105279025939,0.5349505448597036,0.4096817622362708,,,,,,,,,,,,,,,,,0.8648208095178379,0.0,,,medium,high,37.16133220325466,47.67948211115191,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,87.923416,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,07/13/2025,8:27:50 PM,2,4,Cayden Rose,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Windup,3,Bottom,1,1,2,Slider,,BallCalled,,,,,,,65.65020422959999,3.0385018957614203,-4.057573962158417,1249.667099689798,293.4029293597508,3:45,5.022667801956819,1.3819230937060432,6.000000192000004,-67.15560837099306,-0.5816358827755153,8.58014701251833,2.260084444092202,1.6804650994857298,59.14328368973049,-9.631022812876015,-2.430008072616242,0.587250991276332,,,,,,,,,,,,-6.061409480039116,-1.3773566990987385,-1.0558156906283012,49.99999999999999,5.232247535934503,6.53907993063866,-95.03938145930678,3.471052548999858,-5.410945152240552,17.823063957268754,-33.40359884817033,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,089b214d-75fe-4770-85cd-6734f01cbe78,65.81167924653734,5.00955738007811,1.37965241154625,3.195976819414294,-4.029716893033442,59.23537245723912,2.2709719668822608,-1.679061880025518,-9.458305901851348,-2.407518984348776,0.5870507653443773,8.311999028427604,-4.522794769173063,64.28292110126193,83.51863375089506,542.265110376865,1125.8847232799094,43.39276520214625,0.1723538122232492,0.9009477192440972,-0.3982302984467309,,,,,,,,,,,,,,,,,0.9675170928954724,0.0,,,medium,high,14.833229624194423,25.52670756193319,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,123.10528,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
