Pitcher,PitcherTeam,TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ABS_Horizontal,ABS_RelSide,differential_break,xWhiff_xg,xWhiff_rf,xWhiff_nn,xWhiff,stuff+
Wesley Culley,Lafayette aviators 2025,Fastball,InPlay,Out,86.40084308730378,2173.799495528173,5.244112565,-1.756734635,6.000000192000004,14.652389933266477,-17.0966376,1.9142174201671165,0.853722802,17.0966376,1.756734635,2.4442476667335242,0.007312667,0.02,0.99726784,0.3415268364610771,87.5477741290124
Graham Kasey,Normal cornbelters,Fastball,InPlay,Out,88.03087737253347,2136.418066886193,5.105369982698078,-1.38390967,6.000000192000004,15.416522020176394,-11.37850509,3.309331196010894,1.494707303,11.37850509,1.38390967,4.0380169301763935,0.0036376957,0.04,0.9941425,0.34592672280967235,88.67565110709005
Graham Kasey,Normal cornbelters,Fastball,InPlay,Single,86.74395404565465,2057.7635949643227,4.829928946760923,-1.633186558,6.000000192000004,14.667408908489971,-12.86577497,2.203649591159005,-0.3062911871449373,12.86577497,1.633186558,1.8016339384899709,0.0032241328,0.08,0.98922485,0.3574829946489384,91.6380123880983
Graham Kasey,Normal cornbelters,Fastball,InPlay,Single,87.97786861127426,2206.129940986787,5.143037820214493,-2.137278654,6.000000192000004,14.33228313335723,-13.41308748,2.213751719938944,0.744757021,13.41308748,2.137278654,0.9191956533572299,0.035251107,0.06,0.9974702,0.36424043570955594,93.37023035900577
Graham Kasey,Normal cornbelters,Fastball,InPlay,Out,85.59174076085985,2187.9549700098205,4.8676951447412415,-1.810494801,6.000000192000004,14.325127927604132,-10.52607001,3.2552349994632426,0.653414801,10.52607001,1.810494801,3.7990579176041326,0.0015534792,0.05,0.99799436,0.34984928084692607,89.68116864887938
Wesley Culley,Lafayette aviators 2025,Fastball,InPlay,Single,87.40143703710565,2235.855212,5.247449366692675,-1.348999,6.000000192000004,14.679114527181966,-15.83236519,2.3218629204957684,-0.1182350320667626,15.83236519,1.348999,1.153250662818035,0.0012652586,0.04,0.99819785,0.34648770406997453,88.81945433255969
Wesley Culley,Lafayette aviators 2025,Fastball,InPlay,Out,87.33584859177603,2281.308870056477,5.370568071726574,-0.747612735,6.000000192000004,15.924939859655831,-15.35613315,2.1323411115085658,0.395066178,15.35613315,0.747612735,0.5688067096558314,0.021548491,0.06,0.9988276,0.36012535586953165,92.3153613358555
Wesley Culley,Lafayette aviators 2025,Fastball,InPlay,Double,86.95038392,2039.4126205005948,5.453063299054719,-0.403171571,6.000000192000004,14.638793038733564,-15.04134018,2.160267281,0.239052525,15.04134018,0.403171571,0.402547141266437,0.06593332,0.09,0.98430234,0.3800785529613495,97.43020973326753
Graham Kasey,Normal cornbelters,Fastball,InPlay,Out,85.51559598717265,1949.8710933842688,5.008372509824639,-2.102470386,6.000000192000004,14.521540521022626,-11.81127863,2.861203054979662,0.675594318,11.81127863,2.102470386,2.7102618910226255,0.05155329,0.07,0.9749443,0.3654991946121057,93.69290350886781
Wesley Culley,Lafayette aviators 2025,Fastball,BallCalled,Walk,87.74304558549423,2200.4369308940613,5.440077341553171,-1.184068079,6.000000192000004,15.340915988860946,-15.79480789,1.2728191512406204,0.301615909,15.79480789,1.184068079,0.45389190113905364,0.008978387,0.09,0.99711823,0.36536554065843424,93.65864234723048
Wesley Culley,Lafayette aviators 2025,Fastball,BallCalled,Walk,87.94753984973899,2125.2784412776527,5.515732581365483,0.2537411134112944,6.000000192000004,15.046421191253817,-13.28204655,4.645755982192375,-0.3063724934471863,13.28204655,0.2537411134112944,1.7643746412538164,0.07633128,0.25,0.9924605,0.4395972564816475,112.6873709749451
