PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
119,07/25/2025,9:43:08 PM,4,1,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,0,0,Fastball,,BallCalled,,,,,,,86.27489715950634,0.2960327746134975,2.2877880796000225,2010.5307911431923,123.72907707575392,10:00,5.050969939148568,-0.6728547460270009,6.000000192000004,-24.61311265779795,13.638923708682896,-17.05694616709881,3.275230026307015,-0.0331194958364334,77.1560652684399,-4.374805385687559,-0.9543014895458312,0.4451422354369951,,,,,,,,,,,,10.016777186266776,7.279029594386654,0.4962671454272836,50.00000000000004,5.0608714269909765,-4.473847971544637,-125.29973014848456,-0.1197022958499758,15.56882325296157,30.59045397417617,-20.86043812188011,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,9b08cdb0-1f4e-4627-942a-627a358d04d3,86.51209983713551,5.050479096901314,-0.6813860394425196,0.3006093498810671,2.3884267602135805,77.34056346568944,3.2763521382932828,0.0395918222133318,-4.356850773150812,-0.8555894145991598,0.4449585531186289,-18.00116957336412,12.216538074336537,10.154510620832632,79.72693547935984,1979.0376197850744,354.46320205389327,98.4335892045597,-0.5465688095506371,0.1763032944411384,0.8186450297873925,,,,,,,,,,,,,,,,,0.8902944184964015,0,,,medium,high,18.24575806857625,37.55025996749046,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,111.06451,0.0,,-2
120,07/25/2025,9:43:28 PM,4,2,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,1,0,Fastball,,StrikeSwinging,,,,,,,86.59378781886723,-0.1899709500250415,1.3741850425869042,2062.90995068059,122.59633844036952,10:00,5.642123943294389,-0.7997744348522269,6.000000192000004,-24.53237664383076,13.424303291589162,-17.58586082396982,3.421149879530116,0.987859081070294,77.51290091881606,-4.842182648040826,-1.969985273005383,0.4434203611190762,,,,,,,,,,,,9.99355429793088,7.331656591934703,0.6979811721400148,50.00000000000005,5.612469633606746,-2.46787662197893,-125.82169732004547,-1.1851324247197872,15.650772535565483,31.018216751308294,-20.69203966156231,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,2f1dd94a-e07e-4523-bafd-62fb717842b7,86.82768274770541,5.641512813964623,-0.8084327841495471,-0.1839007097870497,1.4763884861827818,77.6946889713844,3.422351359541873,-0.9812685850506448,-4.823232365541536,-1.8695670037947203,0.4432384575551569,-18.54342738424737,11.975052388181078,7.2593172220653,48.18267105510374,2046.3745194333785,260.66988861547304,99.19844144230552,-0.5343988141335432,0.1263602846694658,0.8357338008665884,,,,,,,,,,,,,,,,,0.9358744855683184,0,,,medium,high,46.6355960504066,52.12399341335721,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,112.17989,0.0,,-1
121,07/25/2025,9:44:08 PM,4,3,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,1,1,Fastball,,BallCalled,,,,,,,87.48858309177729,1.334607053429596,-0.7690443696364085,,,,4.796113611048575,0.702224178533287,6.000000192000004,,,,3.1067689885882657,0.0125637192501062,78.22367153550809,-5.34214691612651,-0.7690443696363868,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,1b2793ca-b296-4f4a-b8db-950ffa6d5e22,87.73082446312424,4.790182808905127,0.7022241785332856,1.4045586178222564,-0.7690443696363977,78.41005577416,3.112109517693697,-0.0125637192501072,-5.259332785013226,-0.7690443696363979,0.43901340931938,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108.66639,0.0,,-2
122,07/25/2025,9:44:38 PM,4,4,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,2,1,Fastball,,Foul,,,,,,,87.07122966624621,1.418005747194622,-2.277734587506513,,,,4.886221410864884,0.3338406712098887,6.000000192000004,,,,3.242829528542447,1.7841873240182369,77.84042550538527,-5.328648303250726,-2.2777345875065165,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,a879f470-732e-49c1-a6ab-f8120664d825,87.31327982276436,4.88018704785916,0.3338406712098875,1.4888229682880116,-2.2777345875065134,78.02596208357821,3.248232034053756,-1.7841873240182369,-5.244959793820882,-2.277734587506512,0.4414564254371115,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.682655,0.0,,-1
123,07/25/2025,9:45:05 PM,4,5,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,2,2,Changeup,,BallCalled,,,,,,,76.31028470672884,3.9463017474288926,-1.8591799488118643,1815.3542808518243,304.5239091583328,4:15,5.0076530653384825,-0.294026446319818,6.000000192000004,-55.092562734918914,-5.896292179563638,12.591316832650447,4.092019321241705,0.973266782023247,68.19385010360986,-6.504532495216349,0.5370627733736112,0.5048212327983699,,,,,,,,,,,,-7.468518227702472,-4.5767141584627895,0.4382513659350556,50.00000000000004,5.297980169450157,3.243499972067519,-110.57999143120402,6.1187069249012325,-9.020916404728156,24.22273317890832,-37.70207463368464,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,142136e2-03cc-4ba7-854d-b595311c87a0,76.48445468513718,4.994297460211629,-0.292559015168419,4.102826179216608,-1.8762848813860709,68.29829568530653,4.102912723297417,-0.97460715511415,-6.341412235529481,0.516621735652624,0.5046606382362729,12.748592627585722,-9.1859833937261,45.210672448397965,70.44181068788919,1278.9207604821468,1288.360529283171,70.45020214357469,0.3992765841451526,0.709701980970144,-0.5804320008066685,,,,,,,,,,,,,,,,,0.8775684495639569,0,,,medium,high,26.602370380899757,89.60459962856926,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.278564,0.0,,-1
124,07/25/2025,9:45:24 PM,4,6,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,6,Top,2,3,2,Fastball,,BallCalled,Walk,,,,,,85.99973549401791,1.2263840245153743,1.0806324085709305,1976.852519789868,121.28327934424978,10:00,5.254050910602433,-0.946247734530782,6.000000192000004,-26.08359631196252,12.446392172896877,-16.907584788108384,4.220588211348239,1.3507611762495904,76.7872669721979,-3.729772151162176,-2.136234466769413,0.4467565844922135,,,,,,,,,,,,9.530929306861356,6.3103977229346215,0.8679757640949178,50.00000000000004,5.338920216437519,-1.8316332487621725,-124.93495107764988,1.8651310466619089,14.700181747185042,30.837694032291523,-22.441106403074446,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,abb06d35-808b-4a35-9c4d-3c109307a558,86.23781200262454,5.253219234438643,-0.9550468598876832,1.234896492405373,1.1852271406671204,76.97312232279018,4.222032723635706,-1.3439498221623107,-3.707068478869169,-2.033084869959859,0.4465681065133427,-17.887231707150764,10.909635182763353,16.989504816366708,67.1355342426254,1890.57930426354,577.6294480806343,95.63582944793988,-0.4966079158598547,0.2921965307467824,0.8173137496242654,,,,,,,,,,,,,,,,,0.972441258128489,0,,,medium,high,29.578019181637146,26.748728777966463,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.49785,,0.695,-1
125,07/25/2025,9:45:51 PM,5,1,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,6,Top,2,0,0,Changeup,,StrikeCalled,,,,,,,77.80501480050002,1.878230548078071,1.7110581653484531,1397.8137529782955,99.35849523803816,9:15,5.0425907355211725,-1.4182545271362608,6.000000192000004,-41.56595470341975,5.55661315807523,-17.581429405932585,3.3257811152600154,1.292654170148714,69.65409301393572,-6.006360420939702,-1.6340120010479853,0.4940671700612797,,,,,,,,,,,,10.114934411034053,2.353022537830708,1.2889905935508317,49.99999999999994,5.171705335169644,-2.880907629878339,-112.9660180620844,2.5390264489451084,12.756571484429896,25.18820150524744,-29.20650684290835,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,ba7cb0fb-53eb-444c-a178-8bcad1cc51d7,78.00829691827366,5.036687409605435,-1.4273666842954202,1.9465610760844103,1.818923772172863,69.79952987880877,3.3312161508556617,-1.2856749645931012,-5.9238416456863225,-1.5281567492199173,0.4938757741173619,-18.592471005298307,3.158031301896844,14.192798501524242,22.55129503159067,1355.1471296834084,342.72371514980813,96.9476174344416,-0.1576477342575954,0.2451855366421836,0.9565726551103848,,,,,,,,,,,,,,,,,0.9592448138224842,0,,,medium,high,69.70383447156843,60.95870697737698,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116.89572,0.0,,-1
126,07/25/2025,9:48:48 PM,5,2,Nick Moten,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,6,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,93.82849989707738,-0.6743818019002265,-1.8786107169161923,,,,4.782354119225842,2.5244568194762307,6.000000192000004,,,,1.6065601973038084,-0.7778619671372802,84.06491019776804,-6.466140568105089,-1.8786107169161728,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,a120361a-5566-42aa-867f-eb074d0cd269,94.08361374748084,4.777105951195663,2.52445681947622,-0.6130439282062874,-1.8786107169161723,84.26316493764955,1.6112632678645713,0.7778619671372803,-6.394482054831959,-1.8786107169161728,0.4094826749676572,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108.484215,0.0,,-2
127,07/25/2025,9:49:03 PM,5,3,Nick Moten,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,6,Bottom,0,1,0,Fastball,,BallCalled,,,,,,,94.93970139189734,-1.9271843702371847,-2.891734603867486,,,,4.856416426258528,2.4020603745817746,6.000000192000004,,,,0.5666534604560984,0.2877837622631058,85.20054532798464,-7.578332353386164,-2.891734603867506,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,848aa3aa-8768-4dd0-925c-16e4c8446edb,95.19504491965571,4.851224030544895,2.402060374581775,-1.8669364297068545,-2.891734603867491,85.39890385050263,0.5712828161705311,-0.2877837622631038,-7.5084246766222495,-2.8917346038674934,0.4052365540915182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.29545,0.0,,-1
128,07/25/2025,9:49:24 PM,5,4,Nick Moten,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,6,Bottom,0,2,0,Fastball,,BallCalled,,,,,,,93.64497660586665,-0.8142216658043708,-2.9044536901660143,2258.143231005548,183.04804906496489,12:00,5.89031178761701,3.566450726439002,6.000000192000004,-13.457825698731911,19.04999645088522,0.4360000158348789,4.011069448061991,-0.9010885923131614,83.68241985449653,-3.36648153347053,-2.821751174497284,0.4103604146384517,,,,,,,,,,,,-1.2352386551306165,10.589532427157888,-3.329918986266315,49.99999999999999,5.816119261120512,6.881479861941855,-135.92447282787663,-2.3894884088385777,-2.259104122658106,36.02155997604071,-12.807058224574028,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,92177f8b-4eec-4468-bf10-91d634bd118b,93.9197958120168,5.893053649633544,3.567539036250876,-0.8483482709812887,-2.9175294122935,83.9127413572584,4.0095584709960645,0.900258301561592,-3.388551106297959,-2.83446760533876,0.4101771108052609,0.5591838024484542,18.18353739329358,-38.90046757657604,56.56615058838407,1757.3729170466816,-1418.044880166708,77.82380200321155,-0.7771370419725419,-0.6279694134084022,-0.041381563741298,,,,,,,,,,,,,,,,,0.9926040096820418,0,,,medium,high,39.09046447045437,-20.84523595772169,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.59788,0.0,,-1
129,07/25/2025,9:49:42 PM,5,5,Nick Moten,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,6,Bottom,0,3,0,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,93.0487319393694,-1.5177988776155142,-5.698022952712492,,,,5.003162796458039,2.577507102428015,6.000000192000004,,,,0.9687004730102808,2.735727180597139,83.46144624409555,-7.426114219642439,-5.698022952712464,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,4f7fdace-acb8-41f9-ac96-420aeaaea7cc,93.30213388935528,4.997679617578327,2.577507102428019,-1.4545077568127995,-5.698022952712481,83.65613261206201,0.9735213520733071,-2.735727180597145,-7.353011181096489,-5.698022952712484,0.4149780463194497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.695,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.258,,0.695,-1
130,07/25/2025,9:50:37 PM,6,1,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,94.4846258890876,1.280201976023714,-1.6532786338412706,,,,4.715565469220009,2.8022345873253465,6.000000192000004,,,,3.392015327465059,-1.265261288873327,84.3656354693148,-4.451171521433746,-1.6532786338412724,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,734a7f44-f8e2-40c6-8b90-88eff3378c85,94.74579886518298,4.710552388235543,2.8022345873253447,1.3399676648292358,-1.653278633841269,84.57260364705256,3.3967074676436995,1.26526128887333,-4.379508756044265,-1.6532786338412695,0.4066351787391259,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109.507805,0.0,,-1
131,07/25/2025,9:50:52 PM,6,2,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,1,0,Slider,,StrikeCalled,,,,1.0,0.0,,83.58458207557888,1.2560465671306449,-4.069650169152291,,,,5.336725437615687,3.710789974795905,6.000000192000004,,,,3.281156976688059,0.0778907019668288,74.80704306890188,-6.072872921581326,-4.069650169152279,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,e40c2d73-49dd-49a9-a912-248f1c3a6b82,83.8164262064392,5.330185847242876,3.7107899747958943,1.3331178334225784,-4.069650169152275,74.98248266276775,3.28705649094533,-0.0778907019668253,-5.981909447531892,-4.069650169152275,0.4606931324900131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,10.44434405459684,,,-2.0506437319150326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,109.04755,0.0,,-2
132,07/25/2025,9:51:10 PM,6,3,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,1,1,Changeup,,BallCalled,,,,,,,84.4334929728129,2.3506560007300816,-3.821629073653544,,,,5.294826797387569,3.8389245832847214,6.000000192000004,,,,4.322224463818156,-0.2818501211036507,75.37477282085872,-4.847304971687498,-3.8216290736536496,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,2a3c5238-bac5-4d60-9105-74625b53ed45,84.67188751009664,5.288418983497104,3.838924583284733,2.4259771566095867,-3.821629073653597,75.5563474936161,4.328017689672923,0.2818501211036585,-4.757644949329661,-3.8216290736535976,0.4561754437007609,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.363014,0.0,,-1
133,07/25/2025,9:51:30 PM,6,4,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,2,1,Changeup,,BallCalled,,,,,,,84.57432375034301,1.1029485379755126,-2.409228105816052,,,,5.258124907388493,3.495454544558872,6.000000192000004,,,,3.144368068655049,-1.2550125755487864,75.70766836065317,-6.040930709486627,-2.409228105816048,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,3e876655-4d60-48ff-998b-63bc73873b23,84.8085092252933,5.251694019291247,3.4954545445588705,1.1782440650374593,-2.409228105816048,75.8848293599826,3.1501234877423805,1.2550125755487864,-5.952521301835296,-2.409228105816047,0.4544868131988876,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108.82956,0.0,,-1
134,07/25/2025,9:51:49 PM,6,5,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,3,1,Fastball,,StrikeCalled,,,,,,,94.64509682519125,0.1873277956952382,-2.2767576884896883,,,,4.5685214187015335,2.6264860324626227,6.000000192000004,,,,2.236462041099061,-0.5093673967598285,84.65659324133115,-5.51663979468075,-2.276757688489676,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,32734395-dd34-46eb-bd85-d350ae1680ab,94.90337692379056,4.563493964721511,2.626486032462618,0.2470589608031062,-2.2767576884896763,84.86123014163877,2.2411715976655806,0.5093673967598304,-5.445355863951926,-2.2767576884896767,0.4060213107231737,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,109.24907,0.0,,-2
135,07/25/2025,9:52:07 PM,6,6,Nick Moten,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,6,Bottom,0,3,2,Fastball,,BallCalled,Walk,,,,,,93.61085036274038,-2.0961232096523714,-4.635894507173509,,,,4.734750759159828,2.4990992987176845,6.000000192000004,,,,0.2015430682058437,1.8188987092887507,84.04627825561776,-7.917602527209046,-4.6358945071734325,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,b82ca58b-b6e7-4793-b483-d983bc2ba7ba,93.86402191375709,4.729320135805349,2.499099298717689,-2.033547909303293,-4.635894507173483,84.23990514608577,0.2062657612448156,-1.818898709288757,-7.845940781406578,-4.635894507173485,0.411903371866212,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108.88626,,0.695,-1
136,07/25/2025,9:55:00 PM,7,1,Joey Funk,,Left,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,6,Bottom,0,0,0,Curveball,,InPlay,,GroundBall,Out,2.0,0.0,,64.01940377500075,2.3493501699930084,3.084582672406904,,,,4.807563931468164,-3.0870289687790966,6.000000192000004,,,,1.501552616126171,0.2174644979151369,57.828300464036055,-10.078231261382555,3.0845826724068197,,53.73530465647666,-13.421718075366204,1.2121651886150482,,,,,9.444746386919013,,2.494299454671214,0.0861612162793709,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,029b3c7e-f004-4782-8942-7781668d30dc,64.19791656331776,4.79629720082817,-3.0870289687790917,2.48148900131766,3.084582672406866,57.93906071184791,1.511804692814397,-0.2174644979151284,-9.92627338703753,3.084582672406868,0.6012312436728355,,,,,,,,,,,1.105706937873481,52.25598731702463,-12.472857259459946,0.2843853893624192,2.880757749186237,1.7239170775528456,0.4110352547110317,9.435798023092929,,,,,,,,,,0,,27.2854625206034,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,112.16624,0.0,0.0891,-1
137,07/25/2025,9:55:40 PM,8,1,Joey Funk,,Left,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,6,Bottom,2,0,0,Changeup,,StrikeCalled,,,,,,,73.43817865545125,1.6227256184083236,0.216724739645258,,,,4.69045076653064,-1.0720589643744811,6.000000192000004,,,,2.0405473952312083,0.8706354017670083,65.97666405789798,-7.827335325781394,0.2167247396452439,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,8c69b0e3-ec9d-4961-abb1-08eec385ee33,73.64194930027172,4.681896764191315,-1.0720589643744802,1.722854634092717,0.2167247396452506,66.11971464300612,2.048183182675493,-0.8706354017670075,-7.711400560709664,0.2167247396452506,0.523053770139303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,110.0622,0.0,,-2
