PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
54,07/25/2025,9:07:03 PM,1,6,Cole Murray,,Right,O'fallon hoots 2025,Max Hennemann,,Left,Normal cornbelters,Windup,3,Bottom,0,2,2,Curveball,,Foul,,,,,,,73.48711391726897,3.413754124041275,-2.7463865038702155,1951.908902185853,50.16689627985092,7:45,4.435080367334856,3.891660592689413,6.000000192000004,-57.64091786102322,-4.4166175408042605,-10.937767269026294,2.811804103605448,-0.4257490287786563,65.81291310967787,-7.501057220091621,-4.823017999687504,0.5250812408998217,59.17013140375207,7.942720802318408,-65.71178613752834,3009.789006206297,,,,75.71133478843059,,-67.31141198863158,0.9275352676890858,4.93602019806815,-3.627805155870304,-3.66148981711385,50.00000000000001,4.680629061684223,5.395416734726445,-106.46037612853796,4.837559857448327,5.505936663057784,23.05461948046497,-36.22072375114096,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,48992ac3-0910-4323-8603-29013886a740,73.65791097063742,4.42204142623361,3.8922105059266823,3.569669319968075,-2.7533708593251376,65.91675346247195,2.8228711405234046,0.4256020038694829,-7.3339949227417796,-4.824957744341947,0.5249101784404244,-10.868056237495406,-8.021672569140373,-52.8783089204173,52.051464261860325,1177.9963226495452,-1556.3653254478954,60.35098878489467,0.3865803606597293,-0.7973555137255601,0.4634434264110797,-53.4154655921613,24.104780713554973,8.17630923224823,-0.8547835408799384,1.3365734836623415,2.8742147333781736,-69.85240820019959,29.20354916921075,-0.5420198318640252,-2.5638891210737373,-0.014948570547279,0.7709893305939705,-0.3533599193521771,0.5298228189741211,,,0.6668536362827628,0,0.9824944133949488,25.227616583917527,medium,high,43.15368216432569,-42.846391631237445,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,12.754736502205674,17.966635118566032,25.91954440201463,-3.057594226494216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103.195145,0.0,,-2
55,07/25/2025,9:07:22 PM,1,7,Cole Murray,,Right,O'fallon hoots 2025,Max Hennemann,,Left,Normal cornbelters,Windup,3,Bottom,0,2,2,Fastball,,InPlay,,LineDrive,Out,1.0,0.0,,86.22878020966394,0.4983673315868271,-3.813694329110764,,,,4.179765919531011,2.7188026549078383,6.000000192000004,,,,1.615866434929862,0.8308644684606696,77.2335623639509,-6.3781427637428925,-3.813694329110688,,73.75808424016678,30.91048810861527,-25.69417530099162,,-46.34140935110376,99.76208588057726,40.052189654923794,222.88807312671543,,-25.31002745250103,3.132946973269046,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,ab609dd7-c152-4784-9a59-3418d8a9f66c,86.46553319615633,4.173631027122814,2.7188026549078232,0.5708748078210539,-3.8136943291107137,77.4144543773364,1.621459669396701,-0.8308644684606735,-6.292820919976776,-3.8136943291107177,0.4463394408783656,,,,,,,,,,,-27.43714245679896,57.02500596909768,37.88940351614463,0.9035920746938108,1.38759927264458,1.5465443848645593,-95.28823579058124,201.49254393663955,,,,,,,,,,0,,37.22208525386001,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,111.09219,0.3333333333333333,0.2862,-1
56,07/25/2025,9:07:58 PM,2,1,Cole Murray,,Right,O'fallon hoots 2025,Michael Kuska,,Left,Normal cornbelters,Windup,3,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,87.68355635100352,2.039190146381458,-2.481540646620963,,,,4.450594286265602,3.0634778012748067,6.000000192000004,,,,3.424747665582502,-0.7557064336933529,78.28227890572482,-4.622171501303892,-2.481540646621008,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,7e3fdde5-3d88-4baa-9a69-02dbc8efd99d,87.93159891546999,4.444544559034514,3.0634778012748143,2.10948382381599,-2.4815406466209904,78.47048195832366,3.430081434749068,0.7557064336933558,-4.5398466738455285,-2.481540646620989,0.4385681107122658,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,110.0048,0.0,,-2
57,07/25/2025,9:08:11 PM,2,2,Cole Murray,,Right,O'fallon hoots 2025,Michael Kuska,,Left,Normal cornbelters,Windup,3,Bottom,1,1,0,Fastball,,InPlay,,GroundBall,Single,0.0,0.0,,86.75218152841857,0.601662970642412,-3.749606747905081,,,,4.382722810653021,2.996336339277195,6.000000192000004,,,,1.9516439499202884,0.4935079574442282,77.67451150916023,-6.194009306413794,-3.749606747905063,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,321b31fe-c407-407b-a47c-67e42d2252fc,86.9901288384776,4.376687701271869,2.996336339277201,0.6730638995690241,-3.749606747905081,77.8574141970751,1.957112630609095,-0.4935079574442308,-6.109584882637332,-3.749606747905082,0.4436197727702308,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.891,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,109.91243,0.0,0.891,-1
58,07/25/2025,9:09:01 PM,3,1,Cole Murray,,Right,O'fallon hoots 2025,Shea Zbrozek,,Right,Normal cornbelters,Windup,3,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,87.13851607266771,0.493346974677304,-5.6770432174306,1877.8367671088413,230.2806642529413,1:45,5.121034434717751,3.636269898147862,6.000000192000004,-22.58349335094052,15.133292584471269,15.449165031266508,3.6998614678053694,0.3698420643288228,77.83070304509657,-3.7826763069197,-2.7599212911579465,0.4420168862402102,,,,,,,,,,,,-10.26545996146978,8.017701306756736,-3.181282635616563,49.99999999999997,5.148331486281133,12.04509038488226,-126.05412086059236,0.3806648972644584,-16.192596680037408,30.317196700190816,-19.527036783006963,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,9300841e-8935-4bdf-9dea-3d1124788942,87.38276707581797,5.121186744604533,3.643532488754455,0.4903774131191515,-5.76429962696596,78.02852665232523,3.7004843832692313,-0.3757289529988356,-3.7720385834233183,-2.8483581308821,0.4418359460980188,16.274284169322765,13.903826298871593,-9.636729674170006,76.43454182082878,1851.3384744637324,-314.3513589537739,98.58889264981715,-0.6300100692225574,-0.1674007903454548,-0.7583299335183238,,,,,,,,,,,,,,,,,0.883340382099866,0,,,medium,high,21.20891236125409,-75.54503103320882,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,116.79537,0.0,,-1
59,07/25/2025,9:09:18 PM,3,2,Cole Murray,,Right,O'fallon hoots 2025,Shea Zbrozek,,Right,Normal cornbelters,Windup,3,Bottom,1,1,0,Fastball,,InPlay,,GroundBall,Single,1.0,0.0,,83.8643934598226,1.673483310697192,-2.498004407698342,,,,4.302306304523,2.5092564588792663,6.000000192000004,,,,2.6644207520356886,-0.1861548457092222,74.99760476689153,-5.60017825992875,-2.4980044076983123,,83.53502789377966,-3.803138862878231,18.84104211307448,,,,,26.898820161133116,,17.89459804790627,0.2321440221258278,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,0318627d-3a1d-4e6d-98e5-6b68adf82128,84.09939054493921,4.295714199361663,2.509256458879263,1.7502027545084125,-2.4980044076983297,75.17476465132562,2.670393163506433,0.1861548457092191,-5.509917696904518,-2.4980044076983288,0.458464993762527,,,,,,,,,,,26.917704325384666,78.88496736092691,-5.540758389535659,-0.3573416832567208,-0.4598678211156691,2.578663685013069,8.26511704026567,25.59754610058728,,,,,,,,,,0,,46.18322109729832,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.891,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,110.85271,0.4166666666666667,0.40095000000000003,-1
60,07/25/2025,9:09:57 PM,4,1,Cole Murray,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,3,Bottom,2,0,0,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,86.43413588999981,1.330556319845559,-3.321781250553589,,,,4.39234119144883,2.3836333614458187,6.000000192000004,,,,2.61987287423712,0.7070727410969453,77.29117786969603,-5.520006663145819,-3.321781250553597,,85.95762437985589,41.385547960693486,-6.920907670437566,,-12.39695082637622,109.2992022393788,72.30867897084592,288.0397259815916,,-6.749076530650243,4.440820990298662,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,37e424dd-e97f-40b6-807d-a6531f782d68,86.67572042250342,4.386141358899354,2.3836333614458174,1.4029448553759538,-3.3217812505535886,77.47431528222442,2.625422020260214,-0.7070727410969397,-5.435236410169084,-3.321781250553589,0.4451077637697559,,,,,,,,,,,-7.771239941249059,64.02217603638525,56.82853151692404,0.7307149851958216,1.1048099307160937,2.605028814133626,-33.85082942813405,286.0437118528875,,,,,,,,,,0,,46.32001959500434,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,108.618805,0.16666666666666666,0.0,-1
61,07/25/2025,9:12:56 PM,1,1,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,4,Top,0,0,0,Changeup,,Foul,,,,,,,75.38844087541796,2.687184348112557,-2.2300439004535533,1882.9786737754443,305.6389926468372,4:15,5.047830387224158,0.31542115369843,6.000000192000004,-57.44144078882762,-7.10206106887869,14.151916722119989,2.762222583006006,0.5788883030769394,67.64244549006304,-8.191535698047694,0.4639410059289937,0.5106524881883531,65.41999695674426,68.13684282902393,76.42636978213694,,106.6163895507662,27.07296583597533,77.62271251130483,140.19212036051093,,75.89731233871068,5.0276668015593176,-8.450521655507274,-4.794755977843586,-0.1418441054900548,50.00000000000004,5.2339117576909135,3.8740512033970895,-109.35197492273664,3.576629763835023,-9.973228238187092,23.83417800718079,-37.83277666378719,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,3a690660-d21b-4982-ba0b-59e94ccbae8a,75.54367441467409,5.033848229549004,0.3178355688056805,2.85274176527969,-2.258620546256568,67.72790406137867,2.7728143673942656,-0.5807898171211562,-8.023112472270531,0.4330547018418513,0.5105093055858899,14.419322525861356,-10.54713255294705,39.69680819620853,83.78035022651352,1448.8299482488196,1202.7054780578887,76.94351340389109,0.4483315331932978,0.6387249599839695,-0.6253233258387404,23.681376152279533,5.717592118205368,60.714722808594864,0.8138897431420247,2.1397223589699634,3.4364829384920945,135.96681208863026,34.15928309597694,,,,,,,,,0.9956650246001636,0,,26.38330133952196,medium,high,14.597684796137887,44.75870874496879,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,112.75571,0.0,,-2
62,07/25/2025,9:13:23 PM,1,2,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,4,Top,0,0,1,Changeup,,InPlay,,FlyBall,Out,1.0,0.0,,78.80691987551234,0.9621206257567406,1.6101458452467767,1453.7247230951705,105.1127816417679,9:30,4.972770106658929,-1.6767709085200238,6.000000192000004,-38.43217869154017,7.450736588767931,-18.161679891649527,2.664714504274663,1.6933908840004144,70.64557390466274,-6.321867611070216,-1.844906877030618,0.4875251498408209,85.46236357474518,42.60391552052528,1.2220836427439286,,3.931841771436992,109.92970763217389,75.26837284158259,287.5591398359265,,1.538171827726056,4.527518931722751,10.392477225990364,3.698533580563391,1.5560703641038025,50.00000000000004,5.028984382944866,-2.7009734789535864,-114.47340813505429,0.8294945013203247,13.4613473491587,25.82739801895452,-27.38334914684201,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,29c303d6-1ef8-43ad-bf65-38612856d166,79.01227757603448,4.967499923481001,-1.6847810888073984,1.0237575394499965,1.7059044382393076,70.79601980235331,2.6696763747779766,-1.6870803124414493,-6.246737195066637,-1.7493026646993262,0.4873348833459482,-19.05869506487328,5.167324025058438,-2.8925193184987874,22.62386896000969,1451.8726112040677,-73.35864893529656,99.87259541908598,-0.2603877123937895,-0.0504625447788398,0.964184510769994,1.3416155212864578,62.89033506158326,57.85171917425416,1.6445654435264592,2.484908793962576,3.0323675736073823,7.718932226994948,287.45552175676323,,,,,,,,,0.992909923489685,0,,47.63590052054488,medium,high,69.63851793599142,41.22862774898881,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,117.18297,0.25,0.0,-2
63,07/25/2025,9:13:58 PM,2,1,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,4,Top,1,0,0,Changeup,,BallCalled,,,,,,,75.07934587657203,2.2382265065776843,1.5663139270081463,,,,5.625030297351246,-1.5131314051259643,6.000000192000004,,,,3.723116497516304,0.0570464069393515,67.27929442905395,-6.825411673423635,1.5663139270081308,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,82a6fd45-89f6-430a-a922-2a23baf3fc18,75.29201379266476,5.61672475430136,-1.5131314051259637,2.334439918103257,1.566313927008139,67.42951298574668,3.730396029017137,-0.0570464069393505,-6.714293447480651,1.566313927008137,0.5119750215641337,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,108.20219,0.0,,-1
64,07/25/2025,9:14:12 PM,2,2,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,4,Top,1,1,0,Changeup,,StrikeSwinging,,,,,,,76.57129696442416,-0.6945610955739551,2.3701314423172715,1469.504958249533,103.70300706000523,9:30,5.647339694362403,-1.7911272580009006,6.000000192000004,-41.31739058536994,7.276420355322266,-18.51841688707972,1.558118599888693,1.1302862493756711,68.99966660676968,-8.489226344726475,-1.150503218803582,0.5017206800748535,,,,,,,,,,,,10.840510106858586,4.177929852582276,1.608662082983439,49.99999999999991,5.566833302465722,-4.089872543958667,-111.19010569461352,-2.4921479295397955,13.261734949924003,24.17619676704394,-27.062980291459468,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,d9255719-91b5-44a5-857e-38e8a017234e,76.76314580446837,5.64162608750032,-1.7998040190835034,-0.6280040385305652,2.473281180952956,69.13617530942439,1.5633957867286563,-1.1235787614141275,-8.41009094863576,-1.0489656848110291,0.5015324278186363,-19.486264352254533,4.905246424532815,3.641380136258915,41.88822722192206,1466.5382034398908,93.3301675304356,99.7981119564798,-0.2364108848057192,0.0635112981460164,0.9695752722471755,,,,,,,,,,,,,,,,,0.6271577057061231,0,,,medium,high,52.30059550027014,63.149661455743896,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,118.90489,0.0,,-2
65,07/25/2025,9:14:30 PM,2,3,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,4,Top,1,1,1,Fastball,,StrikeCalled,,,,,,,86.72662758586735,0.2976286234594713,-1.215857925212615,,,,4.676828029080382,0.1212346432851892,6.000000192000004,,,,1.972677370691832,1.00894567292304,77.71557333495846,-6.482465430216044,-1.2158579252126198,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,c4b56b04-8452-4eda-b5e7-45893a32253e,86.96411069772019,4.670719753151643,0.1212346432851895,0.3693214560990165,-1.2158579252126158,77.89610549214272,1.978150325270812,-1.00894567292304,-6.398797624366726,-1.215857925212616,0.4428344275200965,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.24367,0.0,,-1
66,07/25/2025,9:14:51 PM,2,4,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,4,Top,1,1,2,Changeup,,BallCalled,,,,,,,75.4557963713239,3.533645932203284,-3.028730234485952,1961.385744638132,302.7400666998559,4:00,5.160602417631,-0.7773235450631899,6.000000192000004,-56.83251280503488,-6.4975149465574376,14.21088578951688,3.717477541926747,2.4105905487242514,67.53637552988144,-7.234205667233772,-0.3270023688038289,0.5106302624758808,,,,,,,,,,,,-8.750247198528548,-4.752653710761064,1.016052477187023,50.00000000000003,5.416389081041052,5.397129982197361,-109.30159838086504,5.215005216337282,-10.33119587481472,23.579781654032477,-37.78538779131314,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,d04c59ab-84fe-49bc-b957-d80e92b816fa,75.61841931409735,5.146882623876479,-0.7750597778540673,3.697057080049407,-3.055686125398691,67.62939169813446,3.728715573567897,-2.412538251877994,-7.065234606166056,-0.3567963504065209,0.5104796103657283,14.461828901088962,-9.862093741045769,41.96736213850006,70.32997235584124,1458.341028098279,1311.5927283402168,74.35258628166166,0.4021200910957987,0.6687071790573255,-0.6254039822501138,,,,,,,,,,,,,,,,,0.8927772326843851,0,,,medium,high,26.70302487974292,8.271138604805575,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.40823,0.0,,-1
67,07/25/2025,9:15:10 PM,2,5,Cody DelFavero,,Right,Normal cornbelters,William Zareh,,Right,O'fallon hoots 2025,Windup,4,Top,1,2,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,87.53934898662827,-0.2379477892676301,1.918158428258424,2096.390919895808,124.58748828202997,10:15,5.329149352344217,-0.4312380828089495,6.000000192000004,-23.298784272120525,13.841574766773416,-16.84038335564338,3.166311468061612,0.0512128075902205,78.3375709710785,-4.65713768745029,-1.2832865079719715,0.4386262019730665,,,,,,,,,,,,9.773231686999694,7.5725040728394255,0.2846731729883635,50.00000000000004,5.296286327901783,-3.725891157351569,-127.1659919117447,-1.2658057825877622,15.644575527596889,31.53243739870496,-20.052305653728567,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,2a10caf9-8d42-4115-830b-aa06066137e9,87.77672412865472,5.329069345095117,-0.4396963399158815,-0.2381962581781649,2.018530198683768,78.5254166628606,3.167121166409071,-0.0446082476169856,-4.644146899970999,-1.1836898256404744,0.4384454446914587,-17.780370633936002,12.50368381522315,13.05902486982446,71.80332200680658,2042.173654647958,473.689405922692,97.41378076324884,-0.5529829475522168,0.2259547117034044,0.8019690318057761,,,,,,,,,,,,,,,,,0.6557029585282986,0,,,medium,high,25.377010193874124,87.56156703399813,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,111.211334,0.0,0.0,-2
68,07/25/2025,9:15:41 PM,3,1,Cody DelFavero,,Right,Normal cornbelters,Andrew Pyszka,,Right,O'fallon hoots 2025,Windup,4,Top,2,0,0,Fastball,,BallCalled,,,,,,,87.05588080332993,0.2153236527644273,1.9741031397029067,2084.9388842685867,124.60077719755787,10:15,5.187511612040388,-0.5732756742155083,6.000000192000004,-23.53358737009671,14.031058319144933,-17.18671528846269,3.42661945716048,0.1700566965971888,77.84168224721563,-4.251352905660447,-1.2935328313491736,0.4411244916554627,,,,,,,,,,,,9.981891626812214,7.519418646448413,0.4223467645511625,49.999999999999936,5.191458095813472,-3.817958607231595,-126.45758190794086,-0.265002147655556,15.797170239912584,31.239783945117814,-20.273946789446835,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,67346241-7d61-4b1d-94ad-d3e5dec8ca27,87.29197169486564,5.187315599732833,-0.581543648686888,0.2165361361055243,2.073658088844145,78.02974454424691,3.427528046456468,-0.163424930346548,-4.236854051669568,-1.1937497411141915,0.4409434203410101,-18.11961404353731,12.655341465428672,8.579198533013049,55.15816480961351,2061.609679751006,311.0235995742034,98.88106051004152,-0.5615009577228505,0.1491763628761295,0.8139183541580636,,,,,,,,,,,,,,,,,0.8304681658136357,0,,,medium,high,40.35765167134786,69.39066546911378,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,111.54984,0.0,,-2
69,07/25/2025,9:15:53 PM,3,2,Cody DelFavero,,Right,Normal cornbelters,Andrew Pyszka,,Right,O'fallon hoots 2025,Windup,4,Top,2,1,0,Changeup,,BallCalled,,,,,,,74.67141450529517,2.2402863215429,0.6961907306889805,,,,5.480502297447198,-1.172225954228144,6.000000192000004,,,,3.5380447287898846,0.5251588482499935,66.92680114547271,-6.920276185992685,0.6961907306889581,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,eed86d04-4d18-4887-99ee-1b7aea5b85c7,74.88154097836676,5.472233186327693,-1.1722259542281417,2.336953103608149,0.69619073068897,67.0766376143962,3.54553470955651,-0.5251588482499923,-6.807268787695896,0.6961907306889695,0.5146194176656849,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.056274,0.0,,-1
70,07/25/2025,9:16:14 PM,3,3,Cody DelFavero,,Right,Normal cornbelters,Andrew Pyszka,,Right,O'fallon hoots 2025,Windup,4,Top,2,2,0,Changeup,,StrikeCalled,,,,,,,76.4130913240603,1.017260012966596,1.904592569311958,1408.121584018481,100.1990005193274,9:15,5.126871160913841,-1.353043920879497,6.000000192000004,-42.81619248010576,5.998466733096805,-17.94117805454709,2.504911958213345,1.0773736070216715,68.59163141542452,-7.090500463483116,-1.508310978794304,0.502859493160707,,,,,,,,,,,,10.37474390682879,2.893333217085452,1.2082103899116652,50.000000000000014,5.185058988207034,-3.195390516554049,-110.97770474140926,0.790290117833579,12.63164473869823,24.253004954360552,-28.651306505581196,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,8ddf8d17-afd0-48cc-8d3f-38250b70a463,76.60884807026069,5.120831013943689,-1.3620343725416562,1.0877888827317994,2.011914045553375,68.73088547352906,2.5105502520982403,-1.0703555064618977,-7.00576287117727,-1.4024989387305975,0.5026678879975242,-18.947401801089335,3.5347704884652296,11.363379496127854,18.45046672296509,1380.518608060754,277.4432701953928,98.0397306403788,-0.1735965704044932,0.1970307630706351,0.9649057514325432,,,,,,,,,,,,,,,,,0.8155791098107006,0,,,medium,high,106.60542005066856,19.40075196440294,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.423164,0.0,,-1
