PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,RunValue,Stuff+,xBA,xWOBA
11,06/21/2025,6:37:05 PM,3,4,Luka Zachman,,Right,Normal cornbelters,Jorge santana Ii,,Right,Danville dans 2025,,1,Top,1,1,2,Curveball,,InPlay,,GroundBall,Error,0.0,0.0,,79.05964497722117,2.6129708724624208,-1.7126468672108437,2215.360702026007,17.017522585335612,6:30,5.262120271578946,2.226174203117157,6.000000192000004,-61.93670984763445,-16.0417165083702,-6.464960996208348,2.531977184032082,-0.09523002920004,70.9706672727317,-9.112298100105813,-2.9441283636143387,0.4875893128305711,,,,,,,,,,,,2.881312489963479,-9.647030421758798,-2.0829129159131328,50.00000000000002,5.439592700840245,3.612819420618973,-114.69037507897852,3.477934691214263,3.726342243764976,26.95059794415541,-44.65035582237817,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,4482ed8b-36d9-47c6-a396-352e6233dfa7,79.1884114459623,5.2452913809036135,2.226975181719359,2.81390939583828,-1.7225592363046058,71.0254043153065,2.545377667533306,0.0947628073062494,-8.913961619166223,-2.9509648789611536,0.4874809721860598,-6.36953008173511,-19.75943315105336,-28.494668145489257,89.94718533405384,1946.9952525983028,-1056.8975950586855,87.88615103706242,0.8403808194031094,-0.4770769807788522,0.2572112610098808,,,,,,,,,,,,,,,,,0.9833444987743086,0.0,,,medium,high,9.047533199351326,74.93238787554196,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,0.0,121.21726989746094,0.0,0.0
12,06/21/2025,6:37:42 PM,4,1,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,1,Top,1,0,0,Fastball,,Foul,,,,,,,85.46337331538999,-1.7579589112989094,-2.4568878530508447,2302.493503041523,203.77092277072515,12:45,5.708960647977848,2.145174137975763,6.000000192000004,-21.299779537972523,17.66503592160753,5.640454019684404,2.298126409482718,-0.3303953865094179,76.6950125098666,-5.7852371535908,-1.3865459889194356,0.4492704290497938,76.7323465564319,-10.82724864057081,-78.1389158203221,,108.27967475784212,-19.37813246895946,9.92241255892653,13.294761701836856,,-63.80523014266849,0.1125774427108212,-3.88262810125448,10.150788470784176,-1.9481928086394344,50.0,5.553256510286424,5.148808130379861,-124.06415540255936,-4.469921505504646,-5.926857028767646,29.585280600934578,-16.67880501798116,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b7a193af-16e8-4edc-a107-c899bd81140a,85.71609076294921,5.710296395961975,2.1495134528882054,-1.7751895358778362,-2.508321893877117,76.90170793708347,2.2979406476862434,0.3270918389609145,-5.786648795076259,-1.4365583938142124,0.4490684618951726,6.123447664623334,16.47136991070799,-43.0277405836656,85.20468743092034,1683.176656501949,-1571.1119229880933,73.10234119134428,-0.6690065631036058,-0.6823523805442676,-0.2946615809532557,-73.75719818413029,15.490765725368684,-14.414052217368925,-0.2952698017820293,3.3456500696565747,2.487692734708141,-11.929371966534708,5.86862617591919,,,,,,,,,0.9804014715291316,0.0,,31.902927751776293,medium,high,13.31578131217167,44.67850073284937,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,90.4303970336914,0.0,
13,06/21/2025,6:38:05 PM,4,2,Luka Zachman,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,1,Top,1,0,1,Curveball,,InPlay,,GroundBall,Single,0.0,1.0,,77.27041024660885,2.9015817173741643,0.0453439408531317,2259.9606125922724,18.445323424629603,6:30,5.305154605908775,0.8799314030160521,6.000000192000004,-65.30787276002565,-17.300994963578994,-7.209490495095841,2.5618518579268064,-0.3212828784734472,69.40407824167158,-9.464851890988518,-1.3297444182757738,0.4986814956688864,95.8337838371892,-2.495453864103208,-46.51436199901234,,,,,38.14705040177239,,-43.94243429619532,0.277841276156239,3.924005464117168,-10.42972776946705,-0.8794784928328897,49.99999999999997,5.504143560821361,0.1114392703031708,-112.12086459440631,3.869626612860328,4.852097471130206,25.677185891843305,-45.070579980152495,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,ea238fa5-8659-4f24-b69e-d2008eb9dc3f,77.38465935134292,5.28721271187649,0.8797450885582515,3.115969685293312,0.0473630532515286,69.44147420648545,2.575689981817746,0.3215289707987471,-9.257902502477268,-1.3258204466214374,0.4985853028785155,-7.226820231034749,-21.20215196173036,-23.17478522230283,34.27251772543171,2077.601261000977,-889.3789803877698,91.93086151257648,0.8720800753238547,-0.3935373808871889,0.2908688227837274,-69.465965672364,65.88765459673169,-4.172614228613629,0.0762948125628793,1.701428283948211,2.7078296823399026,-26.47158453326133,27.467301772357672,,,,,,,,,0.9954023481503907,0.0,,55.30272497791562,medium,high,120.84526595288855,-1.9574470927204328,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1,0.891,124.03568267822266,0.75,0.4833
14,06/21/2025,6:38:48 PM,5,1,Luka Zachman,,Right,Normal cornbelters,Conner Barth,,Right,Danville dans 2025,,1,Top,1,0,0,Fastball,,BallCalled,,,,,,,86.55931781269359,-0.7817144955447441,-3.1878768814666265,2244.691966817199,199.7123281727332,12:45,5.995681959390248,2.2495966035558115,6.000000192000004,-20.01485272457288,18.01638814595534,4.804018144208715,3.600085827156753,0.3159222258314158,77.48881231114773,-4.573606754879732,-2.276926696767485,0.4438556681103752,,,,,,,,,,,,-3.686211177969199,10.014119886816388,-1.992441145973378,49.99999999999999,5.920323332049444,6.846077721829545,-125.61660358562855,-2.342881743750122,-5.764009261030116,30.520050501035424,-16.51529402862704,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,9ecc0be8-9f1c-467a-8bd5-b0aa29b5a1a9,86.81681523580119,5.997297328237965,2.2532881262054603,-0.8025182237788828,-3.23237910204806,77.70337993746503,3.5996329529280087,-0.3188113926815263,-4.5791104282508135,-2.3209468728438662,0.4436562397251882,5.222932108400199,16.85958317536577,-42.87502793987817,66.02845820687429,1644.998968255233,-1527.291858268381,73.28395132039944,-0.6898936455834987,-0.6804015343067155,-0.2471851732943896,,,,,,,,,,,,,,,,,0.9965996305993328,0.0,,,medium,high,30.574387613813148,65.82745444899457,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,108.0818862915039,0.0,
15,06/21/2025,6:39:18 PM,5,2,Luka Zachman,,Right,Normal cornbelters,Conner Barth,,Right,Danville dans 2025,,1,Top,1,1,0,Fastball,,BallCalled,,,,,,,87.40689576267997,-0.5422894843370268,-2.5726940548100687,2215.866871564237,199.9219687221546,12:45,5.939932816987977,2.217419040809118,6.000000192000004,-20.02871470636368,17.239791382554323,4.6891708479006455,3.766349184911587,-0.2155294895490282,78.20703441058753,-4.340149999898004,-1.682521202445331,0.4393822562217729,,,,,,,,,,,,-3.417686984548872,9.513913330353065,-2.010432877356236,50.00000000000002,5.88412953234289,5.554484910444487,-126.9174090588744,-1.8354531163747896,-5.45289645073207,31.26303911427928,-16.99466526373955,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,675838be-5c0b-4568-ba76-c761561c07cc,87.66674326983244,5.941346944140387,2.221119764990301,-0.5606458453378256,-2.6172615069568868,78.42375191471793,3.766042482191344,0.2125991563117609,-4.343460547656085,-1.7266338833794432,0.4391827020465296,5.1076676345253365,16.069528646113923,-44.535984085959015,66.08890904613301,1579.4922952491158,-1554.1139217395096,71.28101040357681,-0.6701537991321188,-0.7013570813676279,-0.2428829551950291,,,,,,,,,,,,,,,,,0.8995341871452605,0.0,,,medium,high,30.519981858480243,-88.26396154627638,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,107.79302978515625,0.0,
16,06/21/2025,6:39:43 PM,5,3,Luka Zachman,,Right,Normal cornbelters,Conner Barth,,Right,Danville dans 2025,,1,Top,1,2,0,Fastball,,InPlay,,LineDrive,Single,0.0,1.0,,86.6257870506344,-1.9317986597119128,-2.4976318830237365,2141.28296114909,203.1105173361608,12:45,5.816425944732601,1.6546340141993232,6.000000192000004,-19.94973234835801,17.98071555633178,5.708127143749645,2.356158215104386,0.1924434319087687,77.72969162578919,-5.703474726901019,-1.4145794312012063,0.4432671097420609,95.62506323338204,13.142203231104496,19.736149431959355,2825.608670280126,45.24553542941162,100.26385942764314,17.58496483543602,225.37322657582456,,29.299416433733818,2.151738956587944,-3.931754008800624,10.379203721368816,-1.4543673085365083,50.00000000000003,5.647309399574079,5.305661759802016,-125.73678711405996,-4.870325917445734,-6.1657584344054825,30.35125894387269,-15.897430361043876,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,e01b3440-765a-4635-bca9-fb2466d1cb4b,86.88098067774686,5.818001988237226,1.6587141137365695,-1.9516795089986776,-2.5458177456846927,77.93773573422328,2.355761259210095,-0.1954951163354122,-5.70823214577159,-1.4614116070688818,0.4430698698469401,6.1609917219257655,16.854196346761373,-39.193849745633656,82.17087200476365,1659.5206835839826,-1353.1754581222522,77.50123237768743,-0.7128171690639272,-0.6319461195339121,-0.3041969518152986,31.445794257335137,87.65040771320324,21.74214271002066,0.1685487179932036,0.5248485590782428,2.239197102449334,110.29170037372872,196.5421890736684,41.038741421150654,3.3013579017205474,0.2466867604955975,0.28318469965042,0.0815659176396226,-0.9555906168247508,,,0.996952684713474,0.0,0.95236718618671,54.91188523145405,medium,high,16.046215195712698,16.110927008510085,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,0.891,92.598388671875,1.0,0.8669499999999999
17,06/21/2025,6:40:15 PM,6,1,Luka Zachman,,Right,Normal cornbelters,Jake Ottensmeier,,Left,Danville dans 2025,,1,Top,1,0,0,Curveball,,StrikeCalled,,,,,,,76.90703163391329,3.606710348952194,-2.76623459398212,2133.832555675752,20.43139973550233,6:45,5.074393633175892,3.208702261264548,6.000000192000004,-64.08330403854923,-15.433508703774557,-7.495513027542963,3.0945221260105384,-0.0111557862018648,68.92510489096794,-8.523766826793508,-4.190903381648206,0.5020096103137562,,,,,,,,,,,,3.0580829929090667,-9.677521334994834,-2.9788943393012053,49.99999999999998,5.3320572688042205,5.588530812352072,-111.38442099764458,5.261639539019624,3.731251265482316,25.370345625119903,-43.98185984218336,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,d4bac211-bb8d-4cc8-8b0f-2635b813387c,77.0356796313089,5.056935417014686,3.209118500653926,3.813026176284066,-2.771472016154636,68.9770106824234,3.108033136239264,0.0109879616381972,-8.32153038394202,-4.193248064319989,0.5019006059118949,-7.443973648302028,-19.30107513310337,-27.32602962797588,29.168254277343497,1895.715563139019,-979.54268887794,88.84087732641584,0.8325197069367017,-0.4590532121522223,0.310130756254124,,,,,,,,,,,,,,,,,0.9944712773484724,0.0,,,medium,high,116.25142884960913,-12.213176424659256,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,122.18891906738281,0.0,
18,06/21/2025,6:40:29 PM,6,2,Luka Zachman,,Right,Normal cornbelters,Jake Ottensmeier,,Left,Danville dans 2025,,1,Top,1,0,1,Curveball,,InPlay,,FlyBall,Double,0.0,1.0,,77.50853295767301,3.0138355456141954,-1.44700037871314,2012.491970705436,19.300632640208004,6:45,4.840031258754951,1.8051620884616129,6.000000192000004,-62.608943751573385,-14.866886031711651,-6.858458512201227,2.427139297146714,0.1114951371815506,69.54485654396163,-8.843422476545511,-2.753388425261551,0.4973041565909537,80.64949923185853,27.77029810600541,-24.44312262136233,,-45.13469446036624,100.31380441369548,39.23111230386773,245.01096776531656,,-24.34503724602507,3.1111271959582467,3.193581102380382,-9.148930453041809,-1.683326977128612,50.000000000000014,5.049811501792684,3.030759351918068,-112.42100234420154,4.177514694055067,3.971054636195895,25.77000322720509,-43.55027631301367,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,eb53bd16-0fa2-4f8a-a866-230348c8869d,77.64103828636216,4.823080233979426,1.8058763160795503,3.2135292512568223,-1.4557552467699666,69.60196601734195,2.4403125878153595,-0.1118787331586318,-8.6477808674473,-2.758977108279413,0.4971894702973706,-6.773929091164292,-18.624644562655828,-30.003158940163885,25.08799223475885,1742.8136859028475,-1006.3420831822452,86.59978331699587,0.8173264185701907,-0.5000477506648106,0.2862337725746018,-29.528242278983512,64.96463766943933,37.576861054932,-0.1422063721994025,1.922649590470176,2.655933757898913,-101.0010276400992,223.2244761242389,,,,,,,,,0.9973517830544574,0.0,,44.92157909181344,medium,high,112.57919301128295,-11.94090795325256,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,1.269,95.49561309814453,0.25,0.29645
19,06/21/2025,6:42:04 PM,7,1,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,0,0,Curveball,,BallCalled,,,,,,,76.5464144002334,5.691394938906923,0.4725540634481702,1836.570092726564,22.55278174175531,6:45,5.181826279141353,1.6209806367622976,6.000000192000004,-64.84921183514024,-15.736235753813917,-7.71913089220709,5.084918516804205,-1.4169184120915213,68.26012698503611,-6.6063359704464935,-0.9970411753176168,0.5043936939631687,,,,,,,,,,,,4.345816177241815,-10.526120365787405,-1.655019567109272,50.000000000000064,5.609547593526153,-0.7007136676249638,-110.68942411685528,9.24887777922968,5.257557706025207,24.33775593829776,-44.90852407516683,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,52bc3f86-0c1f-47b1-9103-439afa5024f1,76.6801166708232,5.164529845751132,1.6198714952629798,5.89816134587716,0.4858452915912943,68.31522850108874,5.0985547092967165,1.4178513295436062,-6.400807091386175,-0.9827244486459698,0.5042893629082632,-7.842869948807722,-19.462185067794085,-19.713616096248312,41.50481942284504,1728.9294688136042,-619.5099655094879,94.1390407946175,0.8693990890825478,-0.3373189882395211,0.3610555692348503,,,,,,,,,,,,,,,,,0.8700975149185979,0.0,,,medium,high,127.35433748056056,-5.828457961682106,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,94.67610931396484,0.0,
20,06/21/2025,6:42:19 PM,7,2,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,1,0,Curveball,,BallCalled,,,,,,,78.99224966169136,1.591741085384432,-4.874551994621233,2111.081823979984,22.35890758961267,6:45,5.114119168265473,3.5764441446550737,6.000000192000004,-60.05904915213252,-13.73529133231925,-8.19941036392926,1.5943043750706885,1.6481800439592116,71.01734551932962,-9.721863397643093,-6.426032073812045,0.4898616191717395,,,,,,,,,,,,2.629259920303125,-8.04517594651016,-3.173726054158172,49.99999999999998,5.209829944574093,9.97775364349015,-114.28221734487046,1.4919720276922637,3.3665613041854106,27.301136776631168,-42.47526698095491,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,639d9ea1-0f74-4b16-8c18-a16723df0eeb,79.1313137768543,5.097974889452729,3.5769585436323843,1.7819397164536537,-4.880962468374354,71.08361537604407,1.607055106410107,-1.6483868542155242,-9.534046159502784,-6.428875755277886,0.4897378732401534,-8.1360499561609,-17.48941351335606,-31.964038203766844,78.57943593105684,1791.0007192351009,-1117.5790313163575,84.83805312001407,0.7845985181904894,-0.5293868852555446,0.3227300589854022,,,,,,,,,,,,,,,,,0.9968557177481108,0.0,,,medium,high,19.27850766204884,28.334706573385905,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,119.08444213867188,0.0,
21,06/21/2025,6:42:34 PM,7,3,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,2,0,Fastball,,BallCalled,,,,,,,85.15589368128995,-1.7092589634435071,-1.364038293857427,2148.169616087057,197.88616725638204,12:30,6.121587948747649,2.147832286195721,6.000000192000004,-21.62992178799825,17.57991460470238,3.942339517964868,2.72959806457168,-1.2083924766457,76.42262570397953,-5.800173871008075,-0.6151425741727914,0.4506807802402934,,,,,,,,,,,,-2.595928076637034,10.091019136665889,-2.038986173012725,49.999999999999964,5.969759871041147,2.823875656935914,-123.69607191429152,-4.358930008854371,-3.9375268004567214,29.5067209086742,-16.86790198809827,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,d9359b7f-fb0d-4f99-b027-f23ed1188716,85.4079905148563,6.122629083630568,2.151306090816916,-1.7231483299044916,-1.4058398869360982,76.63044457175742,2.72962826404641,1.2057157762717117,-5.798442623566568,-0.6558465111523799,0.4504776467997223,4.335007588039282,16.32723855368045,-43.05461063519724,51.68754837749253,1569.674687894409,-1466.5449443038567,73.07033281448277,-0.6953873989217313,-0.6826951341836796,-0.2244186248571996,,,,,,,,,,,,,,,,,0.997432009176652,0.0,,,medium,high,43.48120646025672,67.70889348813058,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,90.0782699584961,0.0,
22,06/21/2025,6:42:48 PM,7,4,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,3,0,Fastball,,StrikeCalled,,,,,,,84.34467166695795,-0.9722783355220738,-5.117377599149777,2155.491724142375,188.6240885142901,12:15,6.105752410798276,4.261534793615041,6.000000192000004,-23.63852841613109,16.63841395753751,1.0511182927793543,3.2285422863818254,0.4196175146341366,75.59264548946015,-5.433832313749657,-4.919072195210634,0.4567723106234619,,,,,,,,,,,,-2.3258226367462567,9.337506060597343,-3.844197120863648,49.99999999999997,6.012559550177898,10.901841204691127,-122.09251556137926,-2.7988942485843333,-3.4335309358789723,28.964591989573563,-18.38941467167564,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,792e4931-e2d0-479d-b128-dfaf685b9b1f,84.60172020243778,6.106016012498398,4.264166713219618,-0.9768464740031062,-5.148397587410469,75.80130645881442,3.229213364710473,-0.4215381559152297,-5.422231304822785,-4.948109032827682,0.4565618852431671,1.3452363696300076,15.23143970189247,-53.71407662216595,59.21012408847936,1275.6526601227597,-1737.4852124746255,59.18151509629735,-0.585123748829441,-0.806073710705586,-0.0887432896905925,,,,,,,,,,,,,,,,,0.9963183926086168,0.0,,,medium,high,36.71088832036856,78.45856750301279,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,102.23371124267578,0.0,
23,06/21/2025,6:43:02 PM,7,5,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,3,1,Fastball,,Foul,,,,,,,86.50649794421747,-1.6566297550130498,-2.471340646497829,2159.6793982972627,202.22979423309704,12:45,5.814576017994412,1.7522488698557166,6.000000192000004,-20.26919324177309,17.76500721550176,5.359206960936209,2.5839523377311657,0.0994243475990746,77.58302983375015,-5.491117815503522,-1.454316488835575,0.4438729381726591,,,,,,,,,,,,-3.736938130222049,10.171931744809523,-1.5539247599977,49.99999999999999,5.667737716789423,5.252367809776211,-125.58203255241727,-4.269794514057539,-5.843759972970671,30.35874233902429,-16.26735659117229,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,d498ba03-e330-432b-91d3-03db6b0b9082,86.7599523439411,5.816005747455223,1.7561276273515,-1.6751347029968229,-2.5181825563998337,77.79398768500658,2.583632118484444,-0.1024927403240505,-5.494600303571083,-1.50072137765738,0.4436756070293279,5.79924775567701,16.610372179288213,-40.96070784453386,69.6006368602044,1630.902002153105,-1415.7590765390205,75.51593090339904,-0.6990313228312061,-0.655541316759902,-0.2856935276157792,,,,,,,,,,,,,,,,,0.9968823047384912,0.0,,,medium,high,27.35942682581604,79.05189554307776,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,101.56470489501953,0.0,
24,06/21/2025,6:43:21 PM,7,6,Luka Zachman,,Right,Normal cornbelters,Tanner Mcmurray,,Right,Danville dans 2025,,1,Top,1,3,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,87.26759798534529,-2.748801492421685,-5.567151022413968,2302.2160996711987,198.75315702362923,12:45,5.744725531870366,3.4531794021471627,6.000000192000004,-18.82669510013,18.84283519835485,4.142530850901397,1.6070370914239989,1.3920292607504312,78.3696213290047,-6.291140802483196,-4.787007256826824,0.4417398963577022,,,,,,,,,,,,-4.110942943903134,11.115583400269289,-3.0006781102952576,49.999999999999964,5.508677566010167,12.16336114436104,-126.12545455440396,-6.676682344223559,-6.49293460299159,30.31375099048993,-14.617796172391934,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b0aa1b42-50b5-451b-b31e-ea879bd298f5,87.5242033332276,5.746622848527009,3.456521690010186,-2.772423462734447,-5.606562686363861,78.58056899141059,1.6063480314977794,-1.3945687914277347,-6.299944111834169,-4.825304601103386,0.441545648564164,4.515702298460976,17.81103267103901,-43.51947148912963,88.08040208296768,1669.4298871210617,-1585.3084310544198,72.51403929281395,-0.6866444418391346,-0.6886010532550931,-0.2331265749488882,,,,,,,,,,,,,,,,,0.9954053379759258,0.0,,,medium,high,10.727638125329175,14.409868186056846,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,88.71796417236328,0.0,0.0
25,06/21/2025,6:43:45 PM,8,1,Luka Zachman,,Right,Normal cornbelters,Asa Martinez,,Right,Danville dans 2025,,1,Top,2,0,0,Curveball,,BallCalled,,,,,,,76.54545556079047,4.013370452106337,-3.6053943029704927,2153.439805176481,18.303441621715915,6:30,5.417077718812171,3.029703710539484,6.000000192000004,-65.59993437048094,-16.356545864791784,-6.961151423792924,3.693938919284761,0.9056526845803464,68.55096474037374,-8.396271584452943,-4.92614229469267,0.5050629223503479,,,,,,,,,,,,2.461577509253316,-10.329420585114804,-2.7316371684176657,50.00000000000004,5.70745117208937,7.167000209145295,-110.71701847763458,5.985310288539445,2.967132085966241,25.09254389862144,-44.62490889565918,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,e1ff6847-afde-4049-8c82-0cd28fd89274,76.66904772543123,5.399345828949811,3.030098631809491,4.2253394324488935,-3.610384736080979,68.59701213791134,3.708068749711853,-0.9058270635458756,-8.187397481074493,-4.928571010881498,0.504960202969099,-6.912104831988351,-20.29787518280902,-23.442039770414347,74.77807603474993,1975.701294298445,-856.683950022393,91.74629769307762,0.8710454194498537,-0.397821173344655,0.2881287755398796,,,,,,,,,,,,,,,,,0.9944105210936036,0.0,,,medium,high,22.699731568725035,57.28046654815903,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,125.148681640625,0.0,
